	barcode	doses
248405	X13_0.3	0.3
269105	X14_0.3	0.3
289805	X15_0.3	0.3
310505	X16_0.3	0.3
331205	X17_0.3	0.3
351905	X18_0.3	0.3
372605	X19_0.3	0.3
393305	X20_0.3	0.3
414005	X21_0.3	0.3
434705	X22_0.3	0.3
455405	X23_0.3	0.3
476105	X24_0.3	0.3
496805	X25_0.3	0.3
517505	X26_0.3	0.3
538205	X27_0.3	0.3
558905	X28_0.3	0.3
579605	X29_0.3	0.3
600305	X30_0.3	0.3
621005	X31_0.3	0.3
641705	X32_0.3	0.3
662405	X33_0.3	0.3
683105	X34_0.3	0.3
703805	X35_0.3	0.3
724505	X36_0.3	0.3
745205	X37_0.3	0.3
765905	X38_0.3	0.3
786605	X39_0.3	0.3
807305	X40_0.3	0.3
828005	X41_0.3	0.3
848705	X42_0.3	0.3
869405	X43_0.3	0.3
890105	X44_0.3	0.3
910805	X45_0.3	0.3
931505	X46_0.3	0.3
952205	X47_0.3	0.3
972905	X48_0.3	0.3
993605	X49_0.3	0.3
1014305	X50_0.3	0.3
1035005	X51_0.3	0.3
1055705	X52_0.3	0.3
1076405	X53_0.3	0.3
1097105	X54_0.3	0.3
1117805	X55_0.3	0.3
1138505	X56_0.3	0.3
1159205	X57_0.3	0.3
1179905	X58_0.3	0.3
1200605	X59_0.3	0.3
1221305	X60_0.3	0.3
1242005	X61_0.3	0.3
1262705	X62_0.3	0.3
1283405	X63_0.3	0.3
1304105	X64_0.3	0.3
1324805	X65_0.3	0.3
1345505	X66_0.3	0.3
1366205	X67_0.3	0.3
1386905	X68_0.3	0.3
1407605	X69_0.3	0.3
1428305	X70_0.3	0.3
1449005	X71_0.3	0.3
1469705	X72_0.3	0.3
1490405	X73_0.3	0.3
1511105	X74_0.3	0.3
1531805	X75_0.3	0.3
1552505	X76_0.3	0.3
1573205	X77_0.3	0.3
1593905	X78_0.3	0.3
1614605	X79_0.3	0.3
1635305	X80_0.3	0.3
1656005	X81_0.3	0.3
1676705	X82_0.3	0.3
1697405	X83_0.3	0.3
1718105	X84_0.3	0.3
1738805	X85_0.3	0.3
1759505	X86_0.3	0.3
1780205	X87_0.3	0.3
1800905	X88_0.3	0.3
1821605	X89_0.3	0.3
1842305	X90_0.3	0.3
1863005	X91_0.3	0.3
1883705	X92_0.3	0.3
1904405	X93_0.3	0.3
1925105	X94_0.3	0.3
1945805	X95_0.3	0.3
1966505	X96_0.3	0.3
1987205	X97_0.3	0.3
2007905	X98_0.3	0.3
2028605	X99_0.3	0.3
2049305	X100_0.3	0.3
2070005	X101_0.3	0.3
2090705	X102_0.3	0.3
2111405	X103_0.3	0.3
2132105	X104_0.3	0.3
2152805	X105_0.3	0.3
2173505	X106_0.3	0.3
2194205	X107_0.3	0.3
2214905	X108_0.3	0.3
2235605	X109_0.3	0.3
2256305	X110_0.3	0.3
2277005	X111_0.3	0.3
2297705	X112_0.3	0.3
2318405	X113_0.3	0.3
2339105	X114_0.3	0.3
2359805	X115_0.3	0.3
2380505	X116_0.3	0.3
2401205	X117_0.3	0.3
2421905	X118_0.3	0.3
2442605	X119_0.3	0.3
2463305	X120_0.3	0.3
2484005	X121_0.3	0.3
2504705	X122_0.3	0.3
2525405	X123_0.3	0.3
2546105	X124_0.3	0.3
2566805	X125_0.3	0.3
2587505	X126_0.3	0.3
2608205	X127_0.3	0.3
2628905	X128_0.3	0.3
2649605	X129_0.3	0.3
2670305	X130_0.3	0.3
2691005	X131_0.3	0.3
2711705	X132_0.3	0.3
2732405	X133_0.3	0.3
2753105	X134_0.3	0.3
2773805	X135_0.3	0.3
2794505	X136_0.3	0.3
2815205	X137_0.3	0.3
2835905	X138_0.3	0.3
2856605	X139_0.3	0.3
2877305	X140_0.3	0.3
2898005	X141_0.3	0.3
2918705	X142_0.3	0.3
2939405	X143_0.3	0.3
2960105	X144_0.3	0.3
2980805	X145_0.3	0.3
3001505	X146_0.3	0.3
3022205	X147_0.3	0.3
3042905	X148_0.3	0.3
3063605	X149_0.3	0.3
3084305	X150_0.3	0.3
3105005	X151_0.3	0.3
3125705	X152_0.3	0.3
3146405	X153_0.3	0.3
3167105	X154_0.3	0.3
3187805	X155_0.3	0.3
3208505	X156_0.3	0.3
3229205	X157_0.3	0.3
3249905	X158_0.3	0.3
3270605	X159_0.3	0.3
3291305	X160_0.3	0.3
3312005	X161_0.3	0.3
3332705	X162_0.3	0.3
3353405	X163_0.3	0.3
3374105	X164_0.3	0.3
3394805	X165_0.3	0.3
3415505	X166_0.3	0.3
3436205	X167_0.3	0.3
3456905	X168_0.3	0.3
3477605	X169_0.3	0.3
3498305	X170_0.3	0.3
3519005	X171_0.3	0.3
3539705	X172_0.3	0.3
3560405	X173_0.3	0.3
3581105	X174_0.3	0.3
3601805	X175_0.3	0.3
3622505	X176_0.3	0.3
3643205	X177_0.3	0.3
3663905	X178_0.3	0.3
3684605	X179_0.3	0.3
3705305	X180_0.3	0.3
3726005	X181_0.3	0.3
3746705	X182_0.3	0.3
3767405	X183_0.3	0.3
3788105	X184_0.3	0.3
3808805	X185_0.3	0.3
3829505	X186_0.3	0.3
3850205	X187_0.3	0.3
3870905	X188_0.3	0.3
3891605	X189_0.3	0.3
3912305	X190_0.3	0.3
3933005	X191_0.3	0.3
3953705	X192_0.3	0.3
3974405	X193_0.3	0.3
3995105	X194_0.3	0.3
4015805	X195_0.3	0.3
4036505	X196_0.3	0.3
4057205	X197_0.3	0.3
4077905	X198_0.3	0.3
4098605	X199_0.3	0.3
4119305	X200_0.3	0.3
4140005	X201_0.3	0.3
4160705	X202_0.3	0.3
4181405	X203_0.3	0.3
4202105	X204_0.3	0.3
4222805	X205_0.3	0.3
4243505	X206_0.3	0.3
4264205	X207_0.3	0.3
4284905	X208_0.3	0.3
4305605	X209_0.3	0.3
4326305	X210_0.3	0.3
4347005	X211_0.3	0.3
4367705	X212_0.3	0.3
4388405	X213_0.3	0.3
4409105	X214_0.3	0.3
4429805	X215_0.3	0.3
4450505	X216_0.3	0.3
4471205	X217_0.3	0.3
4491905	X218_0.3	0.3
4512605	X219_0.3	0.3
4533305	X220_0.3	0.3
4554005	X221_0.3	0.3
4574705	X222_0.3	0.3
4595405	X223_0.3	0.3
4616105	X224_0.3	0.3
4636805	X225_0.3	0.3
4657505	X226_0.3	0.3
4678205	X227_0.3	0.3
4698905	X228_0.3	0.3
4719605	X229_0.3	0.3
4740305	X230_0.3	0.3
4761005	X231_0.3	0.3
4781705	X232_0.3	0.3
4802405	X233_0.3	0.3
4823105	X234_0.3	0.3
4843805	X235_0.3	0.3
4864505	X236_0.3	0.3
4885205	X237_0.3	0.3
4905905	X238_0.3	0.3
4926605	X239_0.3	0.3
4947305	X240_0.3	0.3
4968005	X241_0.3	0.3
4988705	X242_0.3	0.3
5009405	X243_0.3	0.3
5030105	X244_0.3	0.3
5050805	X245_0.3	0.3
5071505	X246_0.3	0.3
5092205	X247_0.3	0.3
5112905	X248_0.3	0.3
5133605	X249_0.3	0.3
5154305	X250_0.3	0.3
5175005	X251_0.3	0.3
5195705	X252_0.3	0.3
5216405	X253_0.3	0.3
5237105	X254_0.3	0.3
5257805	X255_0.3	0.3
5278505	X256_0.3	0.3
5299205	X257_0.3	0.3
5319905	X258_0.3	0.3
5340605	X259_0.3	0.3
5361305	X260_0.3	0.3
5382005	X261_0.3	0.3
5402705	X262_0.3	0.3
5423405	X263_0.3	0.3
5444105	X264_0.3	0.3
5464805	X265_0.3	0.3
5485505	X266_0.3	0.3
5506205	X267_0.3	0.3
5526905	X268_0.3	0.3
5547605	X269_0.3	0.3
5568305	X270_0.3	0.3
5589005	X271_0.3	0.3
5609705	X272_0.3	0.3
5630405	X273_0.3	0.3
5651105	X274_0.3	0.3
5671805	X275_0.3	0.3
5692505	X276_0.3	0.3
5713205	X277_0.3	0.3
5733905	X278_0.3	0.3
5754605	X279_0.3	0.3
5775305	X280_0.3	0.3
5796005	X281_0.3	0.3
5816705	X282_0.3	0.3
5837405	X283_0.3	0.3
5858105	X284_0.3	0.3
5878805	X285_0.3	0.3
5899505	X286_0.3	0.3
5920205	X287_0.3	0.3
5940905	X288_0.3	0.3
5961605	X289_0.3	0.3
5982305	X290_0.3	0.3
6003005	X291_0.3	0.3
6023705	X292_0.3	0.3
6044405	X293_0.3	0.3
6065105	X294_0.3	0.3
6085805	X295_0.3	0.3
6106505	X296_0.3	0.3
6127205	X297_0.3	0.3
6147905	X298_0.3	0.3
6168605	X299_0.3	0.3
6189305	X300_0.3	0.3
6210005	X301_0.3	0.3
6230705	X302_0.3	0.3
6251405	X303_0.3	0.3
6272105	X304_0.3	0.3
6292805	X305_0.3	0.3
6313505	X306_0.3	0.3
6334205	X307_0.3	0.3
6354905	X308_0.3	0.3
6375605	X309_0.3	0.3
6396305	X310_0.3	0.3
6417005	X311_0.3	0.3
6437705	X312_0.3	0.3
6458405	X313_0.3	0.3
6479105	X314_0.3	0.3
6499805	X315_0.3	0.3
6520505	X316_0.3	0.3
6541205	X317_0.3	0.3
6561905	X318_0.3	0.3
6582605	X319_0.3	0.3
6603305	X320_0.3	0.3
6624005	X321_0.3	0.3
6644705	X322_0.3	0.3
6665405	X323_0.3	0.3
6686105	X324_0.3	0.3
6706805	X325_0.3	0.3
6727505	X326_0.3	0.3
6748205	X327_0.3	0.3
6768905	X328_0.3	0.3
6789605	X329_0.3	0.3
6810305	X330_0.3	0.3
6831005	X331_0.3	0.3
6851705	X332_0.3	0.3
6872405	X333_0.3	0.3
6893105	X334_0.3	0.3
6913805	X335_0.3	0.3
6934505	X336_0.3	0.3
6955205	X337_0.3	0.3
6975905	X338_0.3	0.3
6996605	X339_0.3	0.3
7017305	X340_0.3	0.3
7038005	X341_0.3	0.3
7058705	X342_0.3	0.3
7079405	X343_0.3	0.3
7100105	X344_0.3	0.3
7120805	X345_0.3	0.3
7141505	X346_0.3	0.3
7162205	X347_0.3	0.3
7182905	X348_0.3	0.3
7203605	X349_0.3	0.3
7224305	X350_0.3	0.3
7245005	X351_0.3	0.3
7265705	X352_0.3	0.3
7286405	X353_0.3	0.3
7307105	X354_0.3	0.3
7327805	X355_0.3	0.3
7348505	X356_0.3	0.3
7369205	X357_0.3	0.3
7389905	X358_0.3	0.3
7410605	X359_0.3	0.3
7431305	X360_0.3	0.3
7452005	X361_0.3	0.3
7472705	X362_0.3	0.3
7493405	X363_0.3	0.3
7514105	X364_0.3	0.3
7534805	X365_0.3	0.3
7555505	X366_0.3	0.3
7576205	X367_0.3	0.3
7596905	X368_0.3	0.3
7617605	X369_0.3	0.3
7638305	X370_0.3	0.3
7659005	X371_0.3	0.3
7679705	X372_0.3	0.3
7700405	X373_0.3	0.3
7721105	X374_0.3	0.3
7741805	X375_0.3	0.3
7762505	X376_0.3	0.3
7783205	X377_0.3	0.3
7803905	X378_0.3	0.3
7824605	X379_0.3	0.3
7845305	X380_0.3	0.3
7866005	X381_0.3	0.3
7886705	X382_0.3	0.3
7907405	X383_0.3	0.3
7928105	X384_0.3	0.3
7948805	X385_0.3	0.3
7969505	X386_0.3	0.3
7990205	X387_0.3	0.3
8010905	X388_0.3	0.3
8031605	X389_0.3	0.3
8052305	X390_0.3	0.3
8073005	X391_0.3	0.3
8093705	X392_0.3	0.3
8114405	X393_0.3	0.3
8135105	X394_0.3	0.3
8155805	X395_0.3	0.3
8176505	X396_0.3	0.3
8197205	X397_0.3	0.3
8217905	X398_0.3	0.3
8238605	X399_0.3	0.3
8259305	X400_0.3	0.3
8280005	X401_0.3	0.3
8300705	X402_0.3	0.3
8321405	X403_0.3	0.3
8342105	X404_0.3	0.3
8362805	X405_0.3	0.3
8383505	X406_0.3	0.3
8404205	X407_0.3	0.3
8424905	X408_0.3	0.3
8445605	X409_0.3	0.3
8466305	X410_0.3	0.3
8487005	X411_0.3	0.3
8507705	X412_0.3	0.3
8528405	X413_0.3	0.3
8549105	X414_0.3	0.3
8569805	X415_0.3	0.3
8590505	X416_0.3	0.3
8611205	X417_0.3	0.3
8631905	X418_0.3	0.3
8652605	X419_0.3	0.3
8673305	X420_0.3	0.3
8694005	X421_0.3	0.3
8714705	X422_0.3	0.3
8735405	X423_0.3	0.3
8756105	X424_0.3	0.3
8776805	X425_0.3	0.3
8797505	X426_0.3	0.3
8818205	X427_0.3	0.3
8838905	X428_0.3	0.3
8859605	X429_0.3	0.3
8880305	X430_0.3	0.3
8901005	X431_0.3	0.3
8921705	X432_0.3	0.3
8942405	X433_0.3	0.3
8963105	X434_0.3	0.3
8983805	X435_0.3	0.3
9004505	X436_0.3	0.3
9025205	X437_0.3	0.3
9045905	X438_0.3	0.3
9066605	X439_0.3	0.3
9087305	X440_0.3	0.3
9108005	X441_0.3	0.3
9128705	X442_0.3	0.3
9149405	X443_0.3	0.3
9170105	X444_0.3	0.3
9190805	X445_0.3	0.3
9211505	X446_0.3	0.3
9232205	X447_0.3	0.3
9252905	X448_0.3	0.3
9273605	X449_0.3	0.3
9294305	X450_0.3	0.3
9315005	X451_0.3	0.3
9335705	X452_0.3	0.3
9356405	X453_0.3	0.3
9377105	X454_0.3	0.3
9397805	X455_0.3	0.3
9418505	X456_0.3	0.3
9439205	X457_0.3	0.3
9459905	X458_0.3	0.3
9480605	X459_0.3	0.3
9501305	X460_0.3	0.3
9522005	X461_0.3	0.3
9542705	X462_0.3	0.3
9563405	X463_0.3	0.3
9584105	X464_0.3	0.3
9604805	X465_0.3	0.3
9625505	X466_0.3	0.3
9646205	X467_0.3	0.3
9666905	X468_0.3	0.3
9687605	X469_0.3	0.3
9708305	X470_0.3	0.3
9729005	X471_0.3	0.3
9749705	X472_0.3	0.3
9770405	X473_0.3	0.3
9791105	X474_0.3	0.3
9811805	X475_0.3	0.3
9832505	X476_0.3	0.3
9853205	X477_0.3	0.3
9873905	X478_0.3	0.3
9894605	X479_0.3	0.3
9915305	X480_0.3	0.3
9936005	X481_0.3	0.3
9956705	X482_0.3	0.3
9977405	X483_0.3	0.3
9998105	X484_0.3	0.3
10018805	X485_0.3	0.3
10039505	X486_0.3	0.3
10060205	X487_0.3	0.3
10080905	X488_0.3	0.3
10101605	X489_0.3	0.3
10122305	X490_0.3	0.3
10143005	X491_0.3	0.3
10163705	X492_0.3	0.3
10184405	X493_0.3	0.3
10205105	X494_0.3	0.3
10225805	X495_0.3	0.3
10246505	X496_0.3	0.3
10267205	X497_0.3	0.3
10287905	X498_0.3	0.3
10308605	X499_0.3	0.3
10329305	X500_0.3	0.3
6	X1_1	1
20706	X2_1	1
41406	X3_1	1
62106	X4_1	1
82806	X5_1	1
103506	X6_1	1
124206	X7_1	1
144906	X8_1	1
165606	X9_1	1
186306	X10_1	1
207006	X11_1	1
227706	X12_1	1
248406	X13_1	1
269106	X14_1	1
289806	X15_1	1
310506	X16_1	1
331206	X17_1	1
351906	X18_1	1
372606	X19_1	1
393306	X20_1	1
414006	X21_1	1
434706	X22_1	1
455406	X23_1	1
476106	X24_1	1
496806	X25_1	1
517506	X26_1	1
538206	X27_1	1
558906	X28_1	1
579606	X29_1	1
600306	X30_1	1
621006	X31_1	1
641706	X32_1	1
662406	X33_1	1
683106	X34_1	1
703806	X35_1	1
724506	X36_1	1
745206	X37_1	1
765906	X38_1	1
786606	X39_1	1
807306	X40_1	1
828006	X41_1	1
848706	X42_1	1
869406	X43_1	1
890106	X44_1	1
910806	X45_1	1
931506	X46_1	1
952206	X47_1	1
972906	X48_1	1
993606	X49_1	1
1014306	X50_1	1
1035006	X51_1	1
1055706	X52_1	1
1076406	X53_1	1
1097106	X54_1	1
1117806	X55_1	1
1138506	X56_1	1
1159206	X57_1	1
1179906	X58_1	1
1200606	X59_1	1
1221306	X60_1	1
1242006	X61_1	1
1262706	X62_1	1
1283406	X63_1	1
1304106	X64_1	1
1324806	X65_1	1
1345506	X66_1	1
1366206	X67_1	1
1386906	X68_1	1
1407606	X69_1	1
1428306	X70_1	1
1449006	X71_1	1
1469706	X72_1	1
1490406	X73_1	1
1511106	X74_1	1
1531806	X75_1	1
1552506	X76_1	1
1573206	X77_1	1
1593906	X78_1	1
1614606	X79_1	1
1635306	X80_1	1
1656006	X81_1	1
1676706	X82_1	1
1697406	X83_1	1
1718106	X84_1	1
1738806	X85_1	1
1759506	X86_1	1
1780206	X87_1	1
1800906	X88_1	1
1821606	X89_1	1
1842306	X90_1	1
1863006	X91_1	1
1883706	X92_1	1
1904406	X93_1	1
1925106	X94_1	1
1945806	X95_1	1
1966506	X96_1	1
1987206	X97_1	1
2007906	X98_1	1
2028606	X99_1	1
2049306	X100_1	1
2070006	X101_1	1
2090706	X102_1	1
2111406	X103_1	1
2132106	X104_1	1
2152806	X105_1	1
2173506	X106_1	1
2194206	X107_1	1
2214906	X108_1	1
2235606	X109_1	1
2256306	X110_1	1
2277006	X111_1	1
2297706	X112_1	1
2318406	X113_1	1
2339106	X114_1	1
2359806	X115_1	1
2380506	X116_1	1
2401206	X117_1	1
2421906	X118_1	1
2442606	X119_1	1
2463306	X120_1	1
2484006	X121_1	1
2504706	X122_1	1
2525406	X123_1	1
2546106	X124_1	1
2566806	X125_1	1
2587506	X126_1	1
2608206	X127_1	1
2628906	X128_1	1
2649606	X129_1	1
2670306	X130_1	1
2691006	X131_1	1
2711706	X132_1	1
2732406	X133_1	1
2753106	X134_1	1
2773806	X135_1	1
2794506	X136_1	1
2815206	X137_1	1
2835906	X138_1	1
2856606	X139_1	1
2877306	X140_1	1
2898006	X141_1	1
2918706	X142_1	1
2939406	X143_1	1
2960106	X144_1	1
2980806	X145_1	1
3001506	X146_1	1
3022206	X147_1	1
3042906	X148_1	1
3063606	X149_1	1
3084306	X150_1	1
3105006	X151_1	1
3125706	X152_1	1
3146406	X153_1	1
3167106	X154_1	1
3187806	X155_1	1
3208506	X156_1	1
3229206	X157_1	1
3249906	X158_1	1
3270606	X159_1	1
3291306	X160_1	1
3312006	X161_1	1
3332706	X162_1	1
3353406	X163_1	1
3374106	X164_1	1
3394806	X165_1	1
3415506	X166_1	1
3436206	X167_1	1
3456906	X168_1	1
3477606	X169_1	1
3498306	X170_1	1
3519006	X171_1	1
3539706	X172_1	1
3560406	X173_1	1
3581106	X174_1	1
3601806	X175_1	1
3622506	X176_1	1
3643206	X177_1	1
3663906	X178_1	1
3684606	X179_1	1
3705306	X180_1	1
3726006	X181_1	1
3746706	X182_1	1
3767406	X183_1	1
3788106	X184_1	1
3808806	X185_1	1
3829506	X186_1	1
3850206	X187_1	1
3870906	X188_1	1
3891606	X189_1	1
3912306	X190_1	1
3933006	X191_1	1
3953706	X192_1	1
3974406	X193_1	1
3995106	X194_1	1
4015806	X195_1	1
4036506	X196_1	1
4057206	X197_1	1
4077906	X198_1	1
4098606	X199_1	1
4119306	X200_1	1
4140006	X201_1	1
4160706	X202_1	1
4181406	X203_1	1
4202106	X204_1	1
4222806	X205_1	1
4243506	X206_1	1
4264206	X207_1	1
4284906	X208_1	1
4305606	X209_1	1
4326306	X210_1	1
4347006	X211_1	1
4367706	X212_1	1
4388406	X213_1	1
4409106	X214_1	1
4429806	X215_1	1
4450506	X216_1	1
4471206	X217_1	1
4491906	X218_1	1
4512606	X219_1	1
4533306	X220_1	1
4554006	X221_1	1
4574706	X222_1	1
4595406	X223_1	1
4616106	X224_1	1
4636806	X225_1	1
4657506	X226_1	1
4678206	X227_1	1
4698906	X228_1	1
4719606	X229_1	1
4740306	X230_1	1
4761006	X231_1	1
4781706	X232_1	1
4802406	X233_1	1
4823106	X234_1	1
4843806	X235_1	1
4864506	X236_1	1
4885206	X237_1	1
4905906	X238_1	1
4926606	X239_1	1
4947306	X240_1	1
4968006	X241_1	1
4988706	X242_1	1
5009406	X243_1	1
5030106	X244_1	1
5050806	X245_1	1
5071506	X246_1	1
5092206	X247_1	1
5112906	X248_1	1
5133606	X249_1	1
5154306	X250_1	1
5175006	X251_1	1
5195706	X252_1	1
5216406	X253_1	1
5237106	X254_1	1
5257806	X255_1	1
5278506	X256_1	1
5299206	X257_1	1
5319906	X258_1	1
5340606	X259_1	1
5361306	X260_1	1
5382006	X261_1	1
5402706	X262_1	1
5423406	X263_1	1
5444106	X264_1	1
5464806	X265_1	1
5485506	X266_1	1
5506206	X267_1	1
5526906	X268_1	1
5547606	X269_1	1
5568306	X270_1	1
5589006	X271_1	1
5609706	X272_1	1
5630406	X273_1	1
5651106	X274_1	1
5671806	X275_1	1
5692506	X276_1	1
5713206	X277_1	1
5733906	X278_1	1
5754606	X279_1	1
5775306	X280_1	1
5796006	X281_1	1
5816706	X282_1	1
5837406	X283_1	1
5858106	X284_1	1
5878806	X285_1	1
5899506	X286_1	1
5920206	X287_1	1
5940906	X288_1	1
5961606	X289_1	1
5982306	X290_1	1
6003006	X291_1	1
6023706	X292_1	1
6044406	X293_1	1
6065106	X294_1	1
6085806	X295_1	1
6106506	X296_1	1
6127206	X297_1	1
6147906	X298_1	1
6168606	X299_1	1
6189306	X300_1	1
6210006	X301_1	1
6230706	X302_1	1
6251406	X303_1	1
6272106	X304_1	1
6292806	X305_1	1
6313506	X306_1	1
6334206	X307_1	1
6354906	X308_1	1
6375606	X309_1	1
6396306	X310_1	1
6417006	X311_1	1
6437706	X312_1	1
6458406	X313_1	1
6479106	X314_1	1
6499806	X315_1	1
6520506	X316_1	1
6541206	X317_1	1
6561906	X318_1	1
6582606	X319_1	1
6603306	X320_1	1
6624006	X321_1	1
6644706	X322_1	1
6665406	X323_1	1
6686106	X324_1	1
6706806	X325_1	1
6727506	X326_1	1
6748206	X327_1	1
6768906	X328_1	1
6789606	X329_1	1
6810306	X330_1	1
6831006	X331_1	1
6851706	X332_1	1
6872406	X333_1	1
6893106	X334_1	1
6913806	X335_1	1
6934506	X336_1	1
6955206	X337_1	1
6975906	X338_1	1
6996606	X339_1	1
7017306	X340_1	1
7038006	X341_1	1
7058706	X342_1	1
7079406	X343_1	1
7100106	X344_1	1
7120806	X345_1	1
7141506	X346_1	1
7162206	X347_1	1
7182906	X348_1	1
7203606	X349_1	1
7224306	X350_1	1
7245006	X351_1	1
7265706	X352_1	1
7286406	X353_1	1
7307106	X354_1	1
7327806	X355_1	1
7348506	X356_1	1
7369206	X357_1	1
7389906	X358_1	1
7410606	X359_1	1
7431306	X360_1	1
7452006	X361_1	1
7472706	X362_1	1
7493406	X363_1	1
7514106	X364_1	1
7534806	X365_1	1
7555506	X366_1	1
7576206	X367_1	1
7596906	X368_1	1
7617606	X369_1	1
7638306	X370_1	1
7659006	X371_1	1
7679706	X372_1	1
7700406	X373_1	1
7721106	X374_1	1
7741806	X375_1	1
7762506	X376_1	1
7783206	X377_1	1
7803906	X378_1	1
7824606	X379_1	1
7845306	X380_1	1
7866006	X381_1	1
7886706	X382_1	1
7907406	X383_1	1
7928106	X384_1	1
7948806	X385_1	1
7969506	X386_1	1
7990206	X387_1	1
8010906	X388_1	1
8031606	X389_1	1
8052306	X390_1	1
8073006	X391_1	1
8093706	X392_1	1
8114406	X393_1	1
8135106	X394_1	1
8155806	X395_1	1
8176506	X396_1	1
8197206	X397_1	1
8217906	X398_1	1
8238606	X399_1	1
8259306	X400_1	1
8280006	X401_1	1
8300706	X402_1	1
8321406	X403_1	1
8342106	X404_1	1
8362806	X405_1	1
8383506	X406_1	1
8404206	X407_1	1
8424906	X408_1	1
8445606	X409_1	1
8466306	X410_1	1
8487006	X411_1	1
8507706	X412_1	1
8528406	X413_1	1
8549106	X414_1	1
8569806	X415_1	1
8590506	X416_1	1
8611206	X417_1	1
8631906	X418_1	1
8652606	X419_1	1
8673306	X420_1	1
8694006	X421_1	1
8714706	X422_1	1
8735406	X423_1	1
8756106	X424_1	1
8776806	X425_1	1
8797506	X426_1	1
8818206	X427_1	1
8838906	X428_1	1
8859606	X429_1	1
8880306	X430_1	1
8901006	X431_1	1
8921706	X432_1	1
8942406	X433_1	1
8963106	X434_1	1
8983806	X435_1	1
9004506	X436_1	1
9025206	X437_1	1
9045906	X438_1	1
9066606	X439_1	1
9087306	X440_1	1
9108006	X441_1	1
9128706	X442_1	1
9149406	X443_1	1
9170106	X444_1	1
9190806	X445_1	1
9211506	X446_1	1
9232206	X447_1	1
9252906	X448_1	1
9273606	X449_1	1
9294306	X450_1	1
9315006	X451_1	1
9335706	X452_1	1
9356406	X453_1	1
9377106	X454_1	1
9397806	X455_1	1
9418506	X456_1	1
9439206	X457_1	1
9459906	X458_1	1
9480606	X459_1	1
9501306	X460_1	1
9522006	X461_1	1
9542706	X462_1	1
9563406	X463_1	1
9584106	X464_1	1
9604806	X465_1	1
9625506	X466_1	1
9646206	X467_1	1
9666906	X468_1	1
9687606	X469_1	1
9708306	X470_1	1
9729006	X471_1	1
9749706	X472_1	1
9770406	X473_1	1
9791106	X474_1	1
9811806	X475_1	1
9832506	X476_1	1
9853206	X477_1	1
9873906	X478_1	1
9894606	X479_1	1
9915306	X480_1	1
9936006	X481_1	1
9956706	X482_1	1
9977406	X483_1	1
9998106	X484_1	1
10018806	X485_1	1
10039506	X486_1	1
10060206	X487_1	1
10080906	X488_1	1
10101606	X489_1	1
10122306	X490_1	1
10143006	X491_1	1
10163706	X492_1	1
10184406	X493_1	1
10205106	X494_1	1
10225806	X495_1	1
10246506	X496_1	1
10267206	X497_1	1
10287906	X498_1	1
10308606	X499_1	1
10329306	X500_1	1
7	X1_3	3
20707	X2_3	3
41407	X3_3	3
62107	X4_3	3
82807	X5_3	3
103507	X6_3	3
124207	X7_3	3
144907	X8_3	3
165607	X9_3	3
186307	X10_3	3
207007	X11_3	3
227707	X12_3	3
248407	X13_3	3
269107	X14_3	3
289807	X15_3	3
310507	X16_3	3
331207	X17_3	3
351907	X18_3	3
372607	X19_3	3
393307	X20_3	3
414007	X21_3	3
434707	X22_3	3
455407	X23_3	3
476107	X24_3	3
496807	X25_3	3
517507	X26_3	3
538207	X27_3	3
558907	X28_3	3
579607	X29_3	3
600307	X30_3	3
621007	X31_3	3
641707	X32_3	3
662407	X33_3	3
683107	X34_3	3
703807	X35_3	3
724507	X36_3	3
745207	X37_3	3
765907	X38_3	3
786607	X39_3	3
807307	X40_3	3
828007	X41_3	3
848707	X42_3	3
869407	X43_3	3
890107	X44_3	3
910807	X45_3	3
931507	X46_3	3
952207	X47_3	3
972907	X48_3	3
993607	X49_3	3
1014307	X50_3	3
1035007	X51_3	3
1055707	X52_3	3
1076407	X53_3	3
1097107	X54_3	3
1117807	X55_3	3
1138507	X56_3	3
1159207	X57_3	3
1179907	X58_3	3
1200607	X59_3	3
1221307	X60_3	3
1242007	X61_3	3
1262707	X62_3	3
1283407	X63_3	3
1304107	X64_3	3
1324807	X65_3	3
1345507	X66_3	3
1366207	X67_3	3
1386907	X68_3	3
1407607	X69_3	3
1428307	X70_3	3
1449007	X71_3	3
1469707	X72_3	3
1490407	X73_3	3
1511107	X74_3	3
1531807	X75_3	3
1552507	X76_3	3
1573207	X77_3	3
1593907	X78_3	3
1614607	X79_3	3
1635307	X80_3	3
1656007	X81_3	3
1676707	X82_3	3
1697407	X83_3	3
1718107	X84_3	3
1738807	X85_3	3
1759507	X86_3	3
1780207	X87_3	3
1800907	X88_3	3
1821607	X89_3	3
1842307	X90_3	3
1863007	X91_3	3
1883707	X92_3	3
1904407	X93_3	3
1925107	X94_3	3
1945807	X95_3	3
1966507	X96_3	3
1987207	X97_3	3
2007907	X98_3	3
2028607	X99_3	3
2049307	X100_3	3
2070007	X101_3	3
2090707	X102_3	3
2111407	X103_3	3
2132107	X104_3	3
2152807	X105_3	3
2173507	X106_3	3
2194207	X107_3	3
2214907	X108_3	3
2235607	X109_3	3
2256307	X110_3	3
2277007	X111_3	3
2297707	X112_3	3
2318407	X113_3	3
2339107	X114_3	3
2359807	X115_3	3
2380507	X116_3	3
2401207	X117_3	3
2421907	X118_3	3
2442607	X119_3	3
