	Gene	Model	Direction
1745	gene1745	linear	Downregulated
1746	gene1746	linear	Downregulated
1747	gene1747	linear	Downregulated
1748	gene1748	linear	Downregulated
1749	gene1749	linear	Downregulated
1750	gene1750	linear	Downregulated
1751	gene1751	linear	Downregulated
1752	gene1752	linear	Downregulated
1753	gene1753	linear	Downregulated
1754	gene1754	linear	Downregulated
1755	gene1755	linear	Downregulated
1756	gene1756	linear	Downregulated
1757	gene1757	linear	Downregulated
1758	gene1758	linear	Downregulated
1759	gene1759	linear	Downregulated
1760	gene1760	linear	Downregulated
1761	gene1761	linear	Downregulated
1762	gene1762	linear	Downregulated
1763	gene1763	linear	Downregulated
1764	gene1764	linear	Downregulated
1765	gene1765	linear	Downregulated
1766	gene1766	linear	Downregulated
1767	gene1767	linear	Downregulated
1768	gene1768	linear	Downregulated
1769	gene1769	linear	Downregulated
1770	gene1770	linear	Downregulated
1771	gene1771	linear	Downregulated
1772	gene1772	linear	Downregulated
1773	gene1773	linear	Downregulated
1774	gene1774	linear	Downregulated
1775	gene1775	linear	Downregulated
1776	gene1776	linear	Downregulated
1777	gene1777	linear	Downregulated
1778	gene1778	linear	Downregulated
1779	gene1779	linear	Downregulated
1780	gene1780	linear	Downregulated
1781	gene1781	linear	Downregulated
1782	gene1782	linear	Downregulated
1783	gene1783	linear	Downregulated
1784	gene1784	linear	Downregulated
1785	gene1785	linear	Downregulated
1786	gene1786	linear	Downregulated
1787	gene1787	linear	Downregulated
1788	gene1788	linear	Downregulated
1789	gene1789	linear	Downregulated
1790	gene1790	linear	Downregulated
1791	gene1791	linear	Downregulated
1792	gene1792	linear	Downregulated
1793	gene1793	linear	Downregulated
1794	gene1794	linear	Downregulated
1795	gene1795	linear	Downregulated
1796	gene1796	linear	Downregulated
1797	gene1797	linear	Downregulated
1798	gene1798	linear	Downregulated
1799	gene1799	linear	Downregulated
1800	gene1800	linear	Downregulated
1801	gene1801	unchanged	Nochange
1802	gene1802	unchanged	Nochange
1803	gene1803	unchanged	Nochange
1804	gene1804	unchanged	Nochange
1805	gene1805	unchanged	Nochange
1806	gene1806	unchanged	Nochange
1807	gene1807	unchanged	Nochange
1808	gene1808	unchanged	Nochange
1809	gene1809	unchanged	Nochange
1810	gene1810	unchanged	Nochange
1811	gene1811	unchanged	Nochange
1812	gene1812	unchanged	Nochange
1813	gene1813	unchanged	Nochange
1814	gene1814	unchanged	Nochange
1815	gene1815	unchanged	Nochange
1816	gene1816	unchanged	Nochange
1817	gene1817	unchanged	Nochange
1818	gene1818	unchanged	Nochange
1819	gene1819	unchanged	Nochange
1820	gene1820	unchanged	Nochange
1821	gene1821	unchanged	Nochange
1822	gene1822	unchanged	Nochange
1823	gene1823	unchanged	Nochange
1824	gene1824	unchanged	Nochange
1825	gene1825	unchanged	Nochange
1826	gene1826	unchanged	Nochange
1827	gene1827	unchanged	Nochange
1828	gene1828	unchanged	Nochange
1829	gene1829	unchanged	Nochange
1830	gene1830	unchanged	Nochange
1831	gene1831	unchanged	Nochange
1832	gene1832	unchanged	Nochange
1833	gene1833	unchanged	Nochange
1834	gene1834	unchanged	Nochange
1835	gene1835	unchanged	Nochange
1836	gene1836	unchanged	Nochange
1837	gene1837	unchanged	Nochange
1838	gene1838	unchanged	Nochange
1839	gene1839	unchanged	Nochange
1840	gene1840	unchanged	Nochange
1841	gene1841	unchanged	Nochange
1842	gene1842	unchanged	Nochange
1843	gene1843	unchanged	Nochange
1844	gene1844	unchanged	Nochange
1845	gene1845	unchanged	Nochange
1846	gene1846	unchanged	Nochange
1847	gene1847	unchanged	Nochange
1848	gene1848	unchanged	Nochange
1849	gene1849	unchanged	Nochange
1850	gene1850	unchanged	Nochange
1851	gene1851	unchanged	Nochange
1852	gene1852	unchanged	Nochange
1853	gene1853	unchanged	Nochange
1854	gene1854	unchanged	Nochange
1855	gene1855	unchanged	Nochange
1856	gene1856	unchanged	Nochange
1857	gene1857	unchanged	Nochange
1858	gene1858	unchanged	Nochange
1859	gene1859	unchanged	Nochange
1860	gene1860	unchanged	Nochange
1861	gene1861	unchanged	Nochange
1862	gene1862	unchanged	Nochange
1863	gene1863	unchanged	Nochange
1864	gene1864	unchanged	Nochange
1865	gene1865	unchanged	Nochange
1866	gene1866	unchanged	Nochange
1867	gene1867	unchanged	Nochange
1868	gene1868	unchanged	Nochange
1869	gene1869	unchanged	Nochange
1870	gene1870	unchanged	Nochange
1871	gene1871	unchanged	Nochange
1872	gene1872	unchanged	Nochange
1873	gene1873	unchanged	Nochange
1874	gene1874	unchanged	Nochange
1875	gene1875	unchanged	Nochange
1876	gene1876	unchanged	Nochange
1877	gene1877	unchanged	Nochange
1878	gene1878	unchanged	Nochange
1879	gene1879	unchanged	Nochange
1880	gene1880	unchanged	Nochange
1881	gene1881	unchanged	Nochange
1882	gene1882	unchanged	Nochange
1883	gene1883	unchanged	Nochange
1884	gene1884	unchanged	Nochange
1885	gene1885	unchanged	Nochange
1886	gene1886	unchanged	Nochange
1887	gene1887	unchanged	Nochange
1888	gene1888	unchanged	Nochange
1889	gene1889	unchanged	Nochange
1890	gene1890	unchanged	Nochange
1891	gene1891	unchanged	Nochange
1892	gene1892	unchanged	Nochange
1893	gene1893	unchanged	Nochange
1894	gene1894	unchanged	Nochange
1895	gene1895	unchanged	Nochange
1896	gene1896	unchanged	Nochange
1897	gene1897	unchanged	Nochange
1898	gene1898	unchanged	Nochange
1899	gene1899	unchanged	Nochange
1900	gene1900	unchanged	Nochange
1901	gene1901	unchanged	Nochange
1902	gene1902	unchanged	Nochange
1903	gene1903	unchanged	Nochange
1904	gene1904	unchanged	Nochange
1905	gene1905	unchanged	Nochange
1906	gene1906	unchanged	Nochange
1907	gene1907	unchanged	Nochange
1908	gene1908	unchanged	Nochange
1909	gene1909	unchanged	Nochange
1910	gene1910	unchanged	Nochange
1911	gene1911	unchanged	Nochange
1912	gene1912	unchanged	Nochange
1913	gene1913	unchanged	Nochange
1914	gene1914	unchanged	Nochange
1915	gene1915	unchanged	Nochange
1916	gene1916	unchanged	Nochange
1917	gene1917	unchanged	Nochange
1918	gene1918	unchanged	Nochange
1919	gene1919	unchanged	Nochange
1920	gene1920	unchanged	Nochange
1921	gene1921	unchanged	Nochange
1922	gene1922	unchanged	Nochange
1923	gene1923	unchanged	Nochange
1924	gene1924	unchanged	Nochange
1925	gene1925	unchanged	Nochange
1926	gene1926	unchanged	Nochange
1927	gene1927	unchanged	Nochange
1928	gene1928	unchanged	Nochange
1929	gene1929	unchanged	Nochange
1930	gene1930	unchanged	Nochange
1931	gene1931	unchanged	Nochange
1932	gene1932	unchanged	Nochange
1933	gene1933	unchanged	Nochange
1934	gene1934	unchanged	Nochange
1935	gene1935	unchanged	Nochange
1936	gene1936	unchanged	Nochange
1937	gene1937	unchanged	Nochange
1938	gene1938	unchanged	Nochange
1939	gene1939	unchanged	Nochange
1940	gene1940	unchanged	Nochange
1941	gene1941	unchanged	Nochange
1942	gene1942	unchanged	Nochange
1943	gene1943	unchanged	Nochange
1944	gene1944	unchanged	Nochange
1945	gene1945	unchanged	Nochange
1946	gene1946	unchanged	Nochange
1947	gene1947	unchanged	Nochange
1948	gene1948	unchanged	Nochange
1949	gene1949	unchanged	Nochange
1950	gene1950	unchanged	Nochange
1951	gene1951	unchanged	Nochange
1952	gene1952	unchanged	Nochange
1953	gene1953	unchanged	Nochange
1954	gene1954	unchanged	Nochange
1955	gene1955	unchanged	Nochange
1956	gene1956	unchanged	Nochange
1957	gene1957	unchanged	Nochange
1958	gene1958	unchanged	Nochange
1959	gene1959	unchanged	Nochange
1960	gene1960	unchanged	Nochange
1961	gene1961	unchanged	Nochange
1962	gene1962	unchanged	Nochange
1963	gene1963	unchanged	Nochange
1964	gene1964	unchanged	Nochange
1965	gene1965	unchanged	Nochange
1966	gene1966	unchanged	Nochange
1967	gene1967	unchanged	Nochange
1968	gene1968	unchanged	Nochange
1969	gene1969	unchanged	Nochange
1970	gene1970	unchanged	Nochange
1971	gene1971	unchanged	Nochange
1972	gene1972	unchanged	Nochange
1973	gene1973	unchanged	Nochange
1974	gene1974	unchanged	Nochange
1975	gene1975	unchanged	Nochange
1976	gene1976	unchanged	Nochange
1977	gene1977	unchanged	Nochange
1978	gene1978	unchanged	Nochange
1979	gene1979	unchanged	Nochange
1980	gene1980	unchanged	Nochange
1981	gene1981	unchanged	Nochange
1982	gene1982	unchanged	Nochange
1983	gene1983	unchanged	Nochange
1984	gene1984	unchanged	Nochange
1985	gene1985	unchanged	Nochange
1986	gene1986	unchanged	Nochange
1987	gene1987	unchanged	Nochange
1988	gene1988	unchanged	Nochange
1989	gene1989	unchanged	Nochange
1990	gene1990	unchanged	Nochange
1991	gene1991	unchanged	Nochange
1992	gene1992	unchanged	Nochange
1993	gene1993	unchanged	Nochange
1994	gene1994	unchanged	Nochange
1995	gene1995	unchanged	Nochange
1996	gene1996	unchanged	Nochange
1997	gene1997	unchanged	Nochange
1998	gene1998	unchanged	Nochange
1999	gene1999	unchanged	Nochange
2000	gene2000	unchanged	Nochange
2001	gene2001	unchanged	Nochange
2002	gene2002	unchanged	Nochange
2003	gene2003	unchanged	Nochange
2004	gene2004	unchanged	Nochange
2005	gene2005	unchanged	Nochange
2006	gene2006	unchanged	Nochange
2007	gene2007	unchanged	Nochange
2008	gene2008	unchanged	Nochange
2009	gene2009	unchanged	Nochange
2010	gene2010	unchanged	Nochange
2011	gene2011	unchanged	Nochange
2012	gene2012	unchanged	Nochange
2013	gene2013	unchanged	Nochange
2014	gene2014	unchanged	Nochange
2015	gene2015	unchanged	Nochange
2016	gene2016	unchanged	Nochange
2017	gene2017	unchanged	Nochange
2018	gene2018	unchanged	Nochange
2019	gene2019	unchanged	Nochange
2020	gene2020	unchanged	Nochange
2021	gene2021	unchanged	Nochange
2022	gene2022	unchanged	Nochange
2023	gene2023	unchanged	Nochange
2024	gene2024	unchanged	Nochange
2025	gene2025	unchanged	Nochange
2026	gene2026	unchanged	Nochange
2027	gene2027	unchanged	Nochange
2028	gene2028	unchanged	Nochange
2029	gene2029	unchanged	Nochange
2030	gene2030	unchanged	Nochange
2031	gene2031	unchanged	Nochange
2032	gene2032	unchanged	Nochange
2033	gene2033	unchanged	Nochange
2034	gene2034	unchanged	Nochange
2035	gene2035	unchanged	Nochange
2036	gene2036	unchanged	Nochange
2037	gene2037	unchanged	Nochange
2038	gene2038	unchanged	Nochange
2039	gene2039	unchanged	Nochange
2040	gene2040	unchanged	Nochange
2041	gene2041	unchanged	Nochange
2042	gene2042	unchanged	Nochange
2043	gene2043	unchanged	Nochange
2044	gene2044	unchanged	Nochange
2045	gene2045	unchanged	Nochange
2046	gene2046	unchanged	Nochange
2047	gene2047	unchanged	Nochange
2048	gene2048	unchanged	Nochange
2049	gene2049	unchanged	Nochange
2050	gene2050	unchanged	Nochange
2051	gene2051	unchanged	Nochange
2052	gene2052	unchanged	Nochange
2053	gene2053	unchanged	Nochange
2054	gene2054	unchanged	Nochange
2055	gene2055	unchanged	Nochange
2056	gene2056	unchanged	Nochange
2057	gene2057	unchanged	Nochange
2058	gene2058	unchanged	Nochange
2059	gene2059	unchanged	Nochange
2060	gene2060	unchanged	Nochange
2061	gene2061	unchanged	Nochange
2062	gene2062	unchanged	Nochange
2063	gene2063	unchanged	Nochange
2064	gene2064	unchanged	Nochange
2065	gene2065	unchanged	Nochange
2066	gene2066	unchanged	Nochange
2067	gene2067	unchanged	Nochange
2068	gene2068	unchanged	Nochange
2069	gene2069	unchanged	Nochange
2070	gene2070	unchanged	Nochange
2071	gene2071	unchanged	Nochange
2072	gene2072	unchanged	Nochange
2073	gene2073	unchanged	Nochange
2074	gene2074	unchanged	Nochange
2075	gene2075	unchanged	Nochange
2076	gene2076	unchanged	Nochange
2077	gene2077	unchanged	Nochange
2078	gene2078	unchanged	Nochange
2079	gene2079	unchanged	Nochange
2080	gene2080	unchanged	Nochange
2081	gene2081	unchanged	Nochange
2082	gene2082	unchanged	Nochange
2083	gene2083	unchanged	Nochange
2084	gene2084	unchanged	Nochange
2085	gene2085	unchanged	Nochange
2086	gene2086	unchanged	Nochange
2087	gene2087	unchanged	Nochange
2088	gene2088	unchanged	Nochange
2089	gene2089	unchanged	Nochange
2090	gene2090	unchanged	Nochange
2091	gene2091	unchanged	Nochange
2092	gene2092	unchanged	Nochange
2093	gene2093	unchanged	Nochange
2094	gene2094	unchanged	Nochange
2095	gene2095	unchanged	Nochange
2096	gene2096	unchanged	Nochange
2097	gene2097	unchanged	Nochange
2098	gene2098	unchanged	Nochange
2099	gene2099	unchanged	Nochange
2100	gene2100	unchanged	Nochange
2101	gene2101	unchanged	Nochange
2102	gene2102	unchanged	Nochange
2103	gene2103	unchanged	Nochange
2104	gene2104	unchanged	Nochange
2105	gene2105	unchanged	Nochange
2106	gene2106	unchanged	Nochange
2107	gene2107	unchanged	Nochange
2108	gene2108	unchanged	Nochange
2109	gene2109	unchanged	Nochange
2110	gene2110	unchanged	Nochange
2111	gene2111	unchanged	Nochange
2112	gene2112	unchanged	Nochange
2113	gene2113	unchanged	Nochange
2114	gene2114	unchanged	Nochange
2115	gene2115	unchanged	Nochange
2116	gene2116	unchanged	Nochange
2117	gene2117	unchanged	Nochange
2118	gene2118	unchanged	Nochange
2119	gene2119	unchanged	Nochange
2120	gene2120	unchanged	Nochange
2121	gene2121	unchanged	Nochange
2122	gene2122	unchanged	Nochange
2123	gene2123	unchanged	Nochange
2124	gene2124	unchanged	Nochange
2125	gene2125	unchanged	Nochange
2126	gene2126	unchanged	Nochange
2127	gene2127	unchanged	Nochange
2128	gene2128	unchanged	Nochange
2129	gene2129	unchanged	Nochange
2130	gene2130	unchanged	Nochange
2131	gene2131	unchanged	Nochange
2132	gene2132	unchanged	Nochange
2133	gene2133	unchanged	Nochange
2134	gene2134	unchanged	Nochange
2135	gene2135	unchanged	Nochange
2136	gene2136	unchanged	Nochange
2137	gene2137	unchanged	Nochange
2138	gene2138	unchanged	Nochange
2139	gene2139	unchanged	Nochange
2140	gene2140	unchanged	Nochange
2141	gene2141	unchanged	Nochange
2142	gene2142	unchanged	Nochange
2143	gene2143	unchanged	Nochange
2144	gene2144	unchanged	Nochange
2145	gene2145	unchanged	Nochange
2146	gene2146	unchanged	Nochange
2147	gene2147	unchanged	Nochange
2148	gene2148	unchanged	Nochange
2149	gene2149	unchanged	Nochange
2150	gene2150	unchanged	Nochange
2151	gene2151	unchanged	Nochange
2152	gene2152	unchanged	Nochange
2153	gene2153	unchanged	Nochange
2154	gene2154	unchanged	Nochange
2155	gene2155	unchanged	Nochange
2156	gene2156	unchanged	Nochange
2157	gene2157	unchanged	Nochange
2158	gene2158	unchanged	Nochange
2159	gene2159	unchanged	Nochange
2160	gene2160	unchanged	Nochange
2161	gene2161	unchanged	Nochange
2162	gene2162	unchanged	Nochange
2163	gene2163	unchanged	Nochange
2164	gene2164	unchanged	Nochange
2165	gene2165	unchanged	Nochange
2166	gene2166	unchanged	Nochange
2167	gene2167	unchanged	Nochange
2168	gene2168	unchanged	Nochange
2169	gene2169	unchanged	Nochange
2170	gene2170	unchanged	Nochange
2171	gene2171	unchanged	Nochange
2172	gene2172	unchanged	Nochange
2173	gene2173	unchanged	Nochange
2174	gene2174	unchanged	Nochange
2175	gene2175	unchanged	Nochange
2176	gene2176	unchanged	Nochange
2177	gene2177	unchanged	Nochange
2178	gene2178	unchanged	Nochange
2179	gene2179	unchanged	Nochange
2180	gene2180	unchanged	Nochange
2181	gene2181	unchanged	Nochange
2182	gene2182	unchanged	Nochange
2183	gene2183	unchanged	Nochange
2184	gene2184	unchanged	Nochange
2185	gene2185	unchanged	Nochange
2186	gene2186	unchanged	Nochange
2187	gene2187	unchanged	Nochange
2188	gene2188	unchanged	Nochange
2189	gene2189	unchanged	Nochange
2190	gene2190	unchanged	Nochange
2191	gene2191	unchanged	Nochange
2192	gene2192	unchanged	Nochange
2193	gene2193	unchanged	Nochange
2194	gene2194	unchanged	Nochange
2195	gene2195	unchanged	Nochange
2196	gene2196	unchanged	Nochange
2197	gene2197	unchanged	Nochange
2198	gene2198	unchanged	Nochange
2199	gene2199	unchanged	Nochange
2200	gene2200	unchanged	Nochange
2201	gene2201	unchanged	Nochange
2202	gene2202	unchanged	Nochange
2203	gene2203	unchanged	Nochange
2204	gene2204	unchanged	Nochange
2205	gene2205	unchanged	Nochange
2206	gene2206	unchanged	Nochange
2207	gene2207	unchanged	Nochange
2208	gene2208	unchanged	Nochange
2209	gene2209	unchanged	Nochange
2210	gene2210	unchanged	Nochange
2211	gene2211	unchanged	Nochange
2212	gene2212	unchanged	Nochange
2213	gene2213	unchanged	Nochange
2214	gene2214	unchanged	Nochange
2215	gene2215	unchanged	Nochange
2216	gene2216	unchanged	Nochange
2217	gene2217	unchanged	Nochange
2218	gene2218	unchanged	Nochange
2219	gene2219	unchanged	Nochange
2220	gene2220	unchanged	Nochange
2221	gene2221	unchanged	Nochange
2222	gene2222	unchanged	Nochange
2223	gene2223	unchanged	Nochange
2224	gene2224	unchanged	Nochange
2225	gene2225	unchanged	Nochange
2226	gene2226	unchanged	Nochange
2227	gene2227	unchanged	Nochange
2228	gene2228	unchanged	Nochange
2229	gene2229	unchanged	Nochange
2230	gene2230	unchanged	Nochange
2231	gene2231	unchanged	Nochange
2232	gene2232	unchanged	Nochange
2233	gene2233	unchanged	Nochange
2234	gene2234	unchanged	Nochange
2235	gene2235	unchanged	Nochange
2236	gene2236	unchanged	Nochange
2237	gene2237	unchanged	Nochange
2238	gene2238	unchanged	Nochange
2239	gene2239	unchanged	Nochange
2240	gene2240	unchanged	Nochange
2241	gene2241	unchanged	Nochange
2242	gene2242	unchanged	Nochange
2243	gene2243	unchanged	Nochange
2244	gene2244	unchanged	Nochange
2245	gene2245	unchanged	Nochange
2246	gene2246	unchanged	Nochange
2247	gene2247	unchanged	Nochange
2248	gene2248	unchanged	Nochange
2249	gene2249	unchanged	Nochange
2250	gene2250	unchanged	Nochange
2251	gene2251	unchanged	Nochange
2252	gene2252	unchanged	Nochange
2253	gene2253	unchanged	Nochange
2254	gene2254	unchanged	Nochange
2255	gene2255	unchanged	Nochange
2256	gene2256	unchanged	Nochange
2257	gene2257	unchanged	Nochange
2258	gene2258	unchanged	Nochange
2259	gene2259	unchanged	Nochange
2260	gene2260	unchanged	Nochange
2261	gene2261	unchanged	Nochange
2262	gene2262	unchanged	Nochange
2263	gene2263	unchanged	Nochange
2264	gene2264	unchanged	Nochange
2265	gene2265	unchanged	Nochange
2266	gene2266	unchanged	Nochange
2267	gene2267	unchanged	Nochange
2268	gene2268	unchanged	Nochange
2269	gene2269	unchanged	Nochange
2270	gene2270	unchanged	Nochange
2271	gene2271	unchanged	Nochange
2272	gene2272	unchanged	Nochange
2273	gene2273	unchanged	Nochange
2274	gene2274	unchanged	Nochange
2275	gene2275	unchanged	Nochange
2276	gene2276	unchanged	Nochange
2277	gene2277	unchanged	Nochange
2278	gene2278	unchanged	Nochange
2279	gene2279	unchanged	Nochange
2280	gene2280	unchanged	Nochange
2281	gene2281	unchanged	Nochange
2282	gene2282	unchanged	Nochange
2283	gene2283	unchanged	Nochange
2284	gene2284	unchanged	Nochange
2285	gene2285	unchanged	Nochange
2286	gene2286	unchanged	Nochange
2287	gene2287	unchanged	Nochange
2288	gene2288	unchanged	Nochange
2289	gene2289	unchanged	Nochange
2290	gene2290	unchanged	Nochange
2291	gene2291	unchanged	Nochange
2292	gene2292	unchanged	Nochange
2293	gene2293	unchanged	Nochange
2294	gene2294	unchanged	Nochange
2295	gene2295	unchanged	Nochange
2296	gene2296	unchanged	Nochange
2297	gene2297	unchanged	Nochange
2298	gene2298	unchanged	Nochange
2299	gene2299	unchanged	Nochange
2300	gene2300	unchanged	Nochange
