Gene Model Direction
1715 gene1715 unchanged Unchanged
1716 gene1716 unchanged Unchanged
1717 gene1717 unchanged Unchanged
1718 gene1718 unchanged Unchanged
1719 gene1719 unchanged Unchanged
1720 gene1720 unchanged Unchanged
1721 gene1721 unchanged Unchanged
1722 gene1722 unchanged Unchanged
1723 gene1723 unchanged Unchanged
1724 gene1724 unchanged Unchanged
1725 gene1725 unchanged Unchanged
1726 gene1726 unchanged Unchanged
1727 gene1727 unchanged Unchanged
1728 gene1728 unchanged Unchanged
1729 gene1729 unchanged Unchanged
1730 gene1730 unchanged Unchanged
1731 gene1731 unchanged Unchanged
1732 gene1732 unchanged Unchanged
1733 gene1733 unchanged Unchanged
1734 gene1734 unchanged Unchanged
1735 gene1735 unchanged Unchanged
1736 gene1736 unchanged Unchanged
1737 gene1737 unchanged Unchanged
1738 gene1738 unchanged Unchanged
1739 gene1739 unchanged Unchanged
1740 gene1740 unchanged Unchanged
1741 gene1741 unchanged Unchanged
1742 gene1742 unchanged Unchanged
1743 gene1743 unchanged Unchanged
1744 gene1744 unchanged Unchanged
1745 gene1745 unchanged Unchanged
1746 gene1746 unchanged Unchanged
1747 gene1747 unchanged Unchanged
1748 gene1748 unchanged Unchanged
1749 gene1749 unchanged Unchanged
1750 gene1750 unchanged Unchanged
1751 gene1751 unchanged Unchanged
1752 gene1752 unchanged Unchanged
1753 gene1753 unchanged Unchanged
1754 gene1754 unchanged Unchanged
1755 gene1755 unchanged Unchanged
1756 gene1756 unchanged Unchanged
1757 gene1757 unchanged Unchanged
1758 gene1758 unchanged Unchanged
1759 gene1759 unchanged Unchanged
1760 gene1760 unchanged Unchanged
1761 gene1761 unchanged Unchanged
1762 gene1762 unchanged Unchanged
1763 gene1763 unchanged Unchanged
1764 gene1764 unchanged Unchanged
1765 gene1765 unchanged Unchanged
1766 gene1766 unchanged Unchanged
1767 gene1767 unchanged Unchanged
1768 gene1768 unchanged Unchanged
1769 gene1769 unchanged Unchanged
1770 gene1770 unchanged Unchanged
1771 gene1771 unchanged Unchanged
1772 gene1772 unchanged Unchanged
1773 gene1773 unchanged Unchanged
1774 gene1774 unchanged Unchanged
1775 gene1775 unchanged Unchanged
1776 gene1776 unchanged Unchanged
1777 gene1777 unchanged Unchanged
1778 gene1778 unchanged Unchanged
1779 gene1779 unchanged Unchanged
1780 gene1780 unchanged Unchanged
1781 gene1781 unchanged Unchanged
1782 gene1782 unchanged Unchanged
1783 gene1783 unchanged Unchanged
1784 gene1784 unchanged Unchanged
1785 gene1785 unchanged Unchanged
1786 gene1786 unchanged Unchanged
1787 gene1787 unchanged Unchanged
1788 gene1788 unchanged Unchanged
1789 gene1789 unchanged Unchanged
1790 gene1790 unchanged Unchanged
1791 gene1791 unchanged Unchanged
1792 gene1792 unchanged Unchanged
1793 gene1793 unchanged Unchanged
1794 gene1794 unchanged Unchanged
1795 gene1795 unchanged Unchanged
1796 gene1796 unchanged Unchanged
1797 gene1797 unchanged Unchanged
1798 gene1798 unchanged Unchanged
1799 gene1799 unchanged Unchanged
1800 gene1800 unchanged Unchanged
1801 gene1801 unchanged Unchanged
1802 gene1802 unchanged Unchanged
1803 gene1803 unchanged Unchanged
1804 gene1804 unchanged Unchanged
1805 gene1805 unchanged Unchanged
1806 gene1806 unchanged Unchanged
1807 gene1807 unchanged Unchanged
1808 gene1808 unchanged Unchanged
1809 gene1809 unchanged Unchanged
1810 gene1810 unchanged Unchanged
1811 gene1811 unchanged Unchanged
1812 gene1812 unchanged Unchanged
1813 gene1813 unchanged Unchanged
1814 gene1814 unchanged Unchanged
1815 gene1815 unchanged Unchanged
1816 gene1816 unchanged Unchanged
1817 gene1817 unchanged Unchanged
1818 gene1818 unchanged Unchanged
1819 gene1819 unchanged Unchanged
1820 gene1820 unchanged Unchanged
1821 gene1821 unchanged Unchanged
1822 gene1822 unchanged Unchanged
1823 gene1823 unchanged Unchanged
1824 gene1824 unchanged Unchanged
1825 gene1825 unchanged Unchanged
1826 gene1826 unchanged Unchanged
1827 gene1827 unchanged Unchanged
1828 gene1828 unchanged Unchanged
1829 gene1829 unchanged Unchanged
1830 gene1830 unchanged Unchanged
1831 gene1831 unchanged Unchanged
1832 gene1832 unchanged Unchanged
1833 gene1833 unchanged Unchanged
1834 gene1834 unchanged Unchanged
1835 gene1835 unchanged Unchanged
1836 gene1836 unchanged Unchanged
1837 gene1837 unchanged Unchanged
1838 gene1838 unchanged Unchanged
1839 gene1839 unchanged Unchanged
1840 gene1840 unchanged Unchanged
1841 gene1841 unchanged Unchanged
1842 gene1842 unchanged Unchanged
1843 gene1843 unchanged Unchanged
1844 gene1844 unchanged Unchanged
1845 gene1845 unchanged Unchanged
1846 gene1846 unchanged Unchanged
1847 gene1847 unchanged Unchanged
1848 gene1848 unchanged Unchanged
1849 gene1849 unchanged Unchanged
1850 gene1850 unchanged Unchanged
1851 gene1851 unchanged Unchanged
1852 gene1852 unchanged Unchanged
1853 gene1853 unchanged Unchanged
1854 gene1854 unchanged Unchanged
1855 gene1855 unchanged Unchanged
1856 gene1856 unchanged Unchanged
1857 gene1857 unchanged Unchanged
1858 gene1858 unchanged Unchanged
1859 gene1859 unchanged Unchanged
1860 gene1860 unchanged Unchanged
1861 gene1861 unchanged Unchanged
1862 gene1862 unchanged Unchanged
1863 gene1863 unchanged Unchanged
1864 gene1864 unchanged Unchanged
1865 gene1865 unchanged Unchanged
1866 gene1866 unchanged Unchanged
1867 gene1867 unchanged Unchanged
1868 gene1868 unchanged Unchanged
1869 gene1869 unchanged Unchanged
1870 gene1870 unchanged Unchanged
1871 gene1871 unchanged Unchanged
1872 gene1872 unchanged Unchanged
1873 gene1873 unchanged Unchanged
1874 gene1874 unchanged Unchanged
1875 gene1875 unchanged Unchanged
1876 gene1876 unchanged Unchanged
1877 gene1877 unchanged Unchanged
1878 gene1878 unchanged Unchanged
1879 gene1879 unchanged Unchanged
1880 gene1880 unchanged Unchanged
1881 gene1881 unchanged Unchanged
1882 gene1882 unchanged Unchanged
1883 gene1883 unchanged Unchanged
1884 gene1884 unchanged Unchanged
1885 gene1885 unchanged Unchanged
1886 gene1886 unchanged Unchanged
1887 gene1887 unchanged Unchanged
1888 gene1888 unchanged Unchanged
1889 gene1889 unchanged Unchanged
1890 gene1890 unchanged Unchanged
1891 gene1891 unchanged Unchanged
1892 gene1892 unchanged Unchanged
1893 gene1893 unchanged Unchanged
1894 gene1894 unchanged Unchanged
1895 gene1895 unchanged Unchanged
1896 gene1896 unchanged Unchanged
1897 gene1897 unchanged Unchanged
1898 gene1898 unchanged Unchanged
1899 gene1899 unchanged Unchanged
1900 gene1900 unchanged Unchanged
1901 gene1901 unchanged Unchanged
1902 gene1902 unchanged Unchanged
1903 gene1903 unchanged Unchanged
1904 gene1904 unchanged Unchanged
1905 gene1905 unchanged Unchanged
1906 gene1906 unchanged Unchanged
1907 gene1907 unchanged Unchanged
1908 gene1908 unchanged Unchanged
1909 gene1909 unchanged Unchanged
1910 gene1910 unchanged Unchanged
1911 gene1911 unchanged Unchanged
1912 gene1912 unchanged Unchanged
1913 gene1913 unchanged Unchanged
1914 gene1914 unchanged Unchanged
1915 gene1915 unchanged Unchanged
1916 gene1916 unchanged Unchanged
1917 gene1917 unchanged Unchanged
1918 gene1918 unchanged Unchanged
1919 gene1919 unchanged Unchanged
1920 gene1920 unchanged Unchanged
1921 gene1921 unchanged Unchanged
1922 gene1922 unchanged Unchanged
1923 gene1923 unchanged Unchanged
1924 gene1924 unchanged Unchanged
1925 gene1925 unchanged Unchanged
1926 gene1926 unchanged Unchanged
1927 gene1927 unchanged Unchanged
1928 gene1928 unchanged Unchanged
1929 gene1929 unchanged Unchanged
1930 gene1930 unchanged Unchanged
1931 gene1931 unchanged Unchanged
1932 gene1932 unchanged Unchanged
1933 gene1933 unchanged Unchanged
1934 gene1934 unchanged Unchanged
1935 gene1935 unchanged Unchanged
1936 gene1936 unchanged Unchanged
1937 gene1937 unchanged Unchanged
1938 gene1938 unchanged Unchanged
1939 gene1939 unchanged Unchanged
1940 gene1940 unchanged Unchanged
1941 gene1941 unchanged Unchanged
1942 gene1942 unchanged Unchanged
1943 gene1943 unchanged Unchanged
1944 gene1944 unchanged Unchanged
1945 gene1945 unchanged Unchanged
1946 gene1946 unchanged Unchanged
1947 gene1947 unchanged Unchanged
1948 gene1948 unchanged Unchanged
1949 gene1949 unchanged Unchanged
1950 gene1950 unchanged Unchanged
1951 gene1951 unchanged Unchanged
1952 gene1952 unchanged Unchanged
1953 gene1953 unchanged Unchanged
1954 gene1954 unchanged Unchanged
1955 gene1955 unchanged Unchanged
1956 gene1956 unchanged Unchanged
1957 gene1957 unchanged Unchanged
1958 gene1958 unchanged Unchanged
1959 gene1959 unchanged Unchanged
1960 gene1960 unchanged Unchanged
1961 gene1961 unchanged Unchanged
1962 gene1962 unchanged Unchanged
1963 gene1963 unchanged Unchanged
1964 gene1964 unchanged Unchanged
1965 gene1965 unchanged Unchanged
1966 gene1966 unchanged Unchanged
1967 gene1967 unchanged Unchanged
1968 gene1968 unchanged Unchanged
1969 gene1969 unchanged Unchanged
1970 gene1970 unchanged Unchanged
1971 gene1971 unchanged Unchanged
1972 gene1972 unchanged Unchanged
1973 gene1973 unchanged Unchanged
1974 gene1974 unchanged Unchanged
1975 gene1975 unchanged Unchanged
1976 gene1976 unchanged Unchanged
1977 gene1977 unchanged Unchanged
1978 gene1978 unchanged Unchanged
1979 gene1979 unchanged Unchanged
1980 gene1980 unchanged Unchanged
1981 gene1981 unchanged Unchanged
1982 gene1982 unchanged Unchanged
1983 gene1983 unchanged Unchanged
1984 gene1984 unchanged Unchanged
1985 gene1985 unchanged Unchanged
1986 gene1986 unchanged Unchanged
1987 gene1987 unchanged Unchanged
1988 gene1988 unchanged Unchanged
1989 gene1989 unchanged Unchanged
1990 gene1990 unchanged Unchanged
1991 gene1991 unchanged Unchanged
1992 gene1992 unchanged Unchanged
1993 gene1993 unchanged Unchanged
1994 gene1994 unchanged Unchanged
1995 gene1995 unchanged Unchanged
1996 gene1996 unchanged Unchanged
1997 gene1997 unchanged Unchanged
1998 gene1998 unchanged Unchanged
1999 gene1999 unchanged Unchanged
2000 gene2000 unchanged Unchanged
2001 gene2001 unchanged Unchanged
2002 gene2002 unchanged Unchanged
2003 gene2003 unchanged Unchanged
2004 gene2004 unchanged Unchanged
2005 gene2005 unchanged Unchanged
2006 gene2006 unchanged Unchanged
2007 gene2007 unchanged Unchanged
2008 gene2008 unchanged Unchanged
2009 gene2009 unchanged Unchanged
2010 gene2010 unchanged Unchanged
2011 gene2011 unchanged Unchanged
2012 gene2012 unchanged Unchanged
2013 gene2013 unchanged Unchanged
2014 gene2014 unchanged Unchanged
2015 gene2015 unchanged Unchanged
2016 gene2016 unchanged Unchanged
2017 gene2017 unchanged Unchanged
2018 gene2018 unchanged Unchanged
2019 gene2019 unchanged Unchanged
2020 gene2020 unchanged Unchanged
2021 gene2021 unchanged Unchanged
2022 gene2022 unchanged Unchanged
2023 gene2023 unchanged Unchanged
2024 gene2024 unchanged Unchanged
2025 gene2025 unchanged Unchanged
2026 gene2026 unchanged Unchanged
2027 gene2027 unchanged Unchanged
2028 gene2028 unchanged Unchanged
2029 gene2029 unchanged Unchanged
2030 gene2030 unchanged Unchanged
2031 gene2031 unchanged Unchanged
2032 gene2032 unchanged Unchanged
2033 gene2033 unchanged Unchanged
2034 gene2034 unchanged Unchanged
2035 gene2035 unchanged Unchanged
2036 gene2036 unchanged Unchanged
2037 gene2037 unchanged Unchanged
2038 gene2038 unchanged Unchanged
2039 gene2039 unchanged Unchanged
2040 gene2040 unchanged Unchanged
2041 gene2041 unchanged Unchanged
2042 gene2042 unchanged Unchanged
2043 gene2043 unchanged Unchanged
2044 gene2044 unchanged Unchanged
2045 gene2045 unchanged Unchanged
2046 gene2046 unchanged Unchanged
2047 gene2047 unchanged Unchanged
2048 gene2048 unchanged Unchanged
2049 gene2049 unchanged Unchanged
2050 gene2050 unchanged Unchanged
2051 gene2051 unchanged Unchanged
2052 gene2052 unchanged Unchanged
2053 gene2053 unchanged Unchanged
2054 gene2054 unchanged Unchanged
2055 gene2055 unchanged Unchanged
2056 gene2056 unchanged Unchanged
2057 gene2057 unchanged Unchanged
2058 gene2058 unchanged Unchanged
2059 gene2059 unchanged Unchanged
2060 gene2060 unchanged Unchanged
2061 gene2061 unchanged Unchanged
2062 gene2062 unchanged Unchanged
2063 gene2063 unchanged Unchanged
2064 gene2064 unchanged Unchanged
2065 gene2065 unchanged Unchanged
2066 gene2066 unchanged Unchanged
2067 gene2067 unchanged Unchanged
2068 gene2068 unchanged Unchanged
2069 gene2069 unchanged Unchanged
2070 gene2070 unchanged Unchanged
2071 gene2071 unchanged Unchanged
2072 gene2072 unchanged Unchanged
2073 gene2073 unchanged Unchanged
2074 gene2074 unchanged Unchanged
2075 gene2075 unchanged Unchanged
2076 gene2076 unchanged Unchanged
2077 gene2077 unchanged Unchanged
2078 gene2078 unchanged Unchanged
2079 gene2079 unchanged Unchanged
2080 gene2080 unchanged Unchanged
2081 gene2081 unchanged Unchanged
2082 gene2082 unchanged Unchanged
2083 gene2083 unchanged Unchanged
2084 gene2084 unchanged Unchanged
2085 gene2085 unchanged Unchanged
2086 gene2086 unchanged Unchanged
2087 gene2087 unchanged Unchanged
2088 gene2088 unchanged Unchanged
2089 gene2089 unchanged Unchanged
2090 gene2090 unchanged Unchanged
2091 gene2091 unchanged Unchanged
2092 gene2092 unchanged Unchanged
2093 gene2093 unchanged Unchanged
2094 gene2094 unchanged Unchanged
2095 gene2095 unchanged Unchanged
2096 gene2096 unchanged Unchanged
2097 gene2097 unchanged Unchanged
2098 gene2098 unchanged Unchanged
2099 gene2099 unchanged Unchanged
2100 gene2100 unchanged Unchanged
2101 gene2101 unchanged Unchanged
2102 gene2102 unchanged Unchanged
2103 gene2103 unchanged Unchanged
2104 gene2104 unchanged Unchanged
2105 gene2105 unchanged Unchanged
2106 gene2106 unchanged Unchanged
2107 gene2107 unchanged Unchanged
2108 gene2108 unchanged Unchanged
2109 gene2109 unchanged Unchanged
2110 gene2110 unchanged Unchanged
2111 gene2111 unchanged Unchanged
2112 gene2112 unchanged Unchanged
2113 gene2113 unchanged Unchanged
2114 gene2114 unchanged Unchanged
2115 gene2115 unchanged Unchanged
2116 gene2116 unchanged Unchanged
2117 gene2117 unchanged Unchanged
2118 gene2118 unchanged Unchanged
2119 gene2119 unchanged Unchanged
2120 gene2120 unchanged Unchanged
2121 gene2121 unchanged Unchanged
2122 gene2122 unchanged Unchanged
2123 gene2123 unchanged Unchanged
2124 gene2124 unchanged Unchanged
2125 gene2125 unchanged Unchanged
2126 gene2126 unchanged Unchanged
2127 gene2127 unchanged Unchanged
2128 gene2128 unchanged Unchanged
2129 gene2129 unchanged Unchanged
2130 gene2130 unchanged Unchanged
2131 gene2131 unchanged Unchanged
2132 gene2132 unchanged Unchanged
2133 gene2133 unchanged Unchanged
2134 gene2134 unchanged Unchanged
2135 gene2135 unchanged Unchanged
2136 gene2136 unchanged Unchanged
2137 gene2137 unchanged Unchanged
2138 gene2138 unchanged Unchanged
2139 gene2139 unchanged Unchanged
2140 gene2140 unchanged Unchanged
2141 gene2141 unchanged Unchanged
2142 gene2142 unchanged Unchanged
2143 gene2143 unchanged Unchanged
2144 gene2144 unchanged Unchanged
2145 gene2145 unchanged Unchanged
2146 gene2146 unchanged Unchanged
2147 gene2147 unchanged Unchanged
2148 gene2148 unchanged Unchanged
2149 gene2149 unchanged Unchanged
2150 gene2150 unchanged Unchanged
2151 gene2151 unchanged Unchanged
2152 gene2152 unchanged Unchanged
2153 gene2153 unchanged Unchanged
2154 gene2154 unchanged Unchanged
2155 gene2155 unchanged Unchanged
2156 gene2156 unchanged Unchanged
2157 gene2157 unchanged Unchanged
2158 gene2158 unchanged Unchanged
2159 gene2159 unchanged Unchanged
2160 gene2160 unchanged Unchanged
2161 gene2161 unchanged Unchanged
2162 gene2162 unchanged Unchanged
2163 gene2163 unchanged Unchanged
2164 gene2164 unchanged Unchanged
2165 gene2165 unchanged Unchanged
2166 gene2166 unchanged Unchanged
2167 gene2167 unchanged Unchanged
2168 gene2168 unchanged Unchanged
2169 gene2169 unchanged Unchanged
2170 gene2170 unchanged Unchanged
2171 gene2171 unchanged Unchanged
2172 gene2172 unchanged Unchanged
2173 gene2173 unchanged Unchanged
2174 gene2174 unchanged Unchanged
2175 gene2175 unchanged Unchanged
2176 gene2176 unchanged Unchanged
2177 gene2177 unchanged Unchanged
2178 gene2178 unchanged Unchanged
2179 gene2179 unchanged Unchanged
2180 gene2180 unchanged Unchanged
2181 gene2181 unchanged Unchanged
2182 gene2182 unchanged Unchanged
2183 gene2183 unchanged Unchanged
2184 gene2184 unchanged Unchanged
2185 gene2185 unchanged Unchanged
2186 gene2186 unchanged Unchanged
2187 gene2187 unchanged Unchanged
2188 gene2188 unchanged Unchanged
2189 gene2189 unchanged Unchanged
2190 gene2190 unchanged Unchanged
2191 gene2191 unchanged Unchanged
2192 gene2192 unchanged Unchanged
2193 gene2193 unchanged Unchanged
2194 gene2194 unchanged Unchanged
2195 gene2195 unchanged Unchanged
2196 gene2196 unchanged Unchanged
2197 gene2197 unchanged Unchanged
2198 gene2198 unchanged Unchanged
2199 gene2199 unchanged Unchanged
2200 gene2200 unchanged Unchanged
2201 gene2201 unchanged Unchanged
2202 gene2202 unchanged Unchanged
2203 gene2203 unchanged Unchanged
2204 gene2204 unchanged Unchanged
2205 gene2205 unchanged Unchanged
2206 gene2206 unchanged Unchanged
2207 gene2207 unchanged Unchanged
2208 gene2208 unchanged Unchanged
2209 gene2209 unchanged Unchanged
2210 gene2210 unchanged Unchanged
2211 gene2211 unchanged Unchanged
2212 gene2212 unchanged Unchanged
2213 gene2213 unchanged Unchanged
2214 gene2214 unchanged Unchanged
2215 gene2215 unchanged Unchanged
2216 gene2216 unchanged Unchanged
2217 gene2217 unchanged Unchanged
2218 gene2218 unchanged Unchanged
2219 gene2219 unchanged Unchanged
2220 gene2220 unchanged Unchanged
2221 gene2221 unchanged Unchanged
2222 gene2222 unchanged Unchanged
2223 gene2223 unchanged Unchanged
2224 gene2224 unchanged Unchanged
2225 gene2225 unchanged Unchanged
2226 gene2226 unchanged Unchanged
2227 gene2227 unchanged Unchanged
2228 gene2228 unchanged Unchanged
2229 gene2229 unchanged Unchanged
2230 gene2230 unchanged Unchanged
2231 gene2231 unchanged Unchanged
2232 gene2232 unchanged Unchanged
2233 gene2233 unchanged Unchanged
2234 gene2234 unchanged Unchanged
2235 gene2235 unchanged Unchanged
2236 gene2236 unchanged Unchanged
2237 gene2237 unchanged Unchanged
2238 gene2238 unchanged Unchanged
2239 gene2239 unchanged Unchanged
2240 gene2240 unchanged Unchanged
2241 gene2241 unchanged Unchanged
2242 gene2242 unchanged Unchanged
2243 gene2243 unchanged Unchanged
2244 gene2244 unchanged Unchanged
2245 gene2245 unchanged Unchanged
2246 gene2246 unchanged Unchanged
2247 gene2247 unchanged Unchanged
2248 gene2248 unchanged Unchanged
2249 gene2249 unchanged Unchanged
2250 gene2250 unchanged Unchanged
2251 gene2251 unchanged Unchanged
2252 gene2252 unchanged Unchanged
2253 gene2253 unchanged Unchanged
2254 gene2254 unchanged Unchanged
2255 gene2255 unchanged Unchanged
2256 gene2256 unchanged Unchanged
2257 gene2257 unchanged Unchanged
2258 gene2258 unchanged Unchanged
2259 gene2259 unchanged Unchanged
2260 gene2260 unchanged Unchanged
2261 gene2261 unchanged Unchanged
2262 gene2262 unchanged Unchanged
2263 gene2263 unchanged Unchanged
2264 gene2264 unchanged Unchanged
2265 gene2265 unchanged Unchanged
2266 gene2266 unchanged Unchanged
2267 gene2267 unchanged Unchanged
2268 gene2268 unchanged Unchanged
2269 gene2269 unchanged Unchanged
2270 gene2270 unchanged Unchanged
2271 gene2271 unchanged Unchanged
2272 gene2272 unchanged Unchanged
2273 gene2273 unchanged Unchanged
2274 gene2274 unchanged Unchanged
2275 gene2275 unchanged Unchanged
2276 gene2276 unchanged Unchanged
2277 gene2277 unchanged Unchanged
2278 gene2278 unchanged Unchanged
2279 gene2279 unchanged Unchanged
2280 gene2280 unchanged Unchanged
2281 gene2281 unchanged Unchanged
2282 gene2282 unchanged Unchanged
2283 gene2283 unchanged Unchanged
2284 gene2284 unchanged Unchanged
2285 gene2285 unchanged Unchanged
2286 gene2286 unchanged Unchanged
2287 gene2287 unchanged Unchanged
2288 gene2288 unchanged Unchanged
2289 gene2289 unchanged Unchanged
2290 gene2290 unchanged Unchanged
2291 gene2291 unchanged Unchanged
2292 gene2292 unchanged Unchanged
2293 gene2293 unchanged Unchanged
2294 gene2294 unchanged Unchanged
2295 gene2295 unchanged Unchanged
2296 gene2296 unchanged Unchanged
2297 gene2297 unchanged Unchanged
2298 gene2298 unchanged Unchanged
2299 gene2299 unchanged Unchanged
2300 gene2300 unchanged Unchanged
2301 gene2301 unchanged Unchanged
2302 gene2302 unchanged Unchanged
2303 gene2303 unchanged Unchanged
2304 gene2304 unchanged Unchanged
2305 gene2305 unchanged Unchanged
2306 gene2306 unchanged Unchanged
2307 gene2307 unchanged Unchanged
2308 gene2308 unchanged Unchanged
2309 gene2309 unchanged Unchanged
2310 gene2310 unchanged Unchanged
2311 gene2311 unchanged Unchanged
2312 gene2312 unchanged Unchanged
2313 gene2313 unchanged Unchanged
2314 gene2314 unchanged Unchanged
2315 gene2315 unchanged Unchanged
2316 gene2316 unchanged Unchanged
2317 gene2317 unchanged Unchanged
2318 gene2318 unchanged Unchanged
2319 gene2319 unchanged Unchanged
2320 gene2320 unchanged Unchanged
2321 gene2321 unchanged Unchanged
2322 gene2322 unchanged Unchanged
2323 gene2323 unchanged Unchanged
2324 gene2324 unchanged Unchanged
2325 gene2325 unchanged Unchanged
2326 gene2326 unchanged Unchanged
2327 gene2327 unchanged Unchanged
2328 gene2328 unchanged Unchanged
2329 gene2329 unchanged Unchanged
2330 gene2330 unchanged Unchanged
2331 gene2331 unchanged Unchanged
2332 gene2332 unchanged Unchanged
2333 gene2333 unchanged Unchanged
2334 gene2334 unchanged Unchanged
2335 gene2335 unchanged Unchanged
2336 gene2336 unchanged Unchanged
2337 gene2337 unchanged Unchanged
2338 gene2338 unchanged Unchanged
2339 gene2339 unchanged Unchanged
2340 gene2340 unchanged Unchanged
2341 gene2341 unchanged Unchanged
2342 gene2342 unchanged Unchanged
2343 gene2343 unchanged Unchanged
2344 gene2344 unchanged Unchanged
2345 gene2345 unchanged Unchanged
2346 gene2346 unchanged Unchanged
2347 gene2347 unchanged Unchanged
2348 gene2348 unchanged Unchanged
2349 gene2349 unchanged Unchanged
2350 gene2350 unchanged Unchanged
2351 gene2351 unchanged Unchanged
2352 gene2352 unchanged Unchanged
2353 gene2353 unchanged Unchanged
2354 gene2354 unchanged Unchanged
2355 gene2355 unchanged Unchanged
2356 gene2356 unchanged Unchanged
2357 gene2357 unchanged Unchanged
2358 gene2358 unchanged Unchanged
2359 gene2359 unchanged Unchanged
2360 gene2360 unchanged Unchanged
2361 gene2361 unchanged Unchanged
2362 gene2362 unchanged Unchanged
2363 gene2363 unchanged Unchanged
2364 gene2364 unchanged Unchanged
2365 gene2365 unchanged Unchanged
2366 gene2366 unchanged Unchanged
2367 gene2367 unchanged Unchanged
2368 gene2368 unchanged Unchanged
2369 gene2369 unchanged Unchanged
2370 gene2370 unchanged Unchanged
2371 gene2371 unchanged Unchanged
2372 gene2372 unchanged Unchanged
2373 gene2373 unchanged Unchanged
2374 gene2374 unchanged Unchanged
2375 gene2375 unchanged Unchanged
2376 gene2376 unchanged Unchanged
2377 gene2377 unchanged Unchanged
2378 gene2378 unchanged Unchanged
2379 gene2379 unchanged Unchanged
2380 gene2380 unchanged Unchanged
2381 gene2381 unchanged Unchanged
2382 gene2382 unchanged Unchanged
2383 gene2383 unchanged Unchanged
2384 gene2384 unchanged Unchanged
2385 gene2385 unchanged Unchanged
2386 gene2386 unchanged Unchanged
2387 gene2387 unchanged Unchanged
2388 gene2388 unchanged Unchanged
2389 gene2389 unchanged Unchanged
2390 gene2390 unchanged Unchanged
2391 gene2391 unchanged Unchanged
2392 gene2392 unchanged Unchanged
2393 gene2393 unchanged Unchanged
2394 gene2394 unchanged Unchanged
2395 gene2395 unchanged Unchanged
2396 gene2396 unchanged Unchanged
2397 gene2397 unchanged Unchanged
2398 gene2398 unchanged Unchanged
2399 gene2399 unchanged Unchanged
2400 gene2400 unchanged Unchanged
2401 gene2401 unchanged Unchanged
2402 gene2402 unchanged Unchanged
2403 gene2403 unchanged Unchanged
2404 gene2404 unchanged Unchanged
2405 gene2405 unchanged Unchanged
2406 gene2406 unchanged Unchanged
2407 gene2407 unchanged Unchanged
2408 gene2408 unchanged Unchanged
2409 gene2409 unchanged Unchanged
2410 gene2410 unchanged Unchanged
2411 gene2411 unchanged Unchanged
2412 gene2412 unchanged Unchanged
2413 gene2413 unchanged Unchanged
2414 gene2414 unchanged Unchanged
2415 gene2415 unchanged Unchanged
2416 gene2416 unchanged Unchanged
2417 gene2417 unchanged Unchanged
2418 gene2418 unchanged Unchanged
2419 gene2419 unchanged Unchanged
2420 gene2420 unchanged Unchanged
2421 gene2421 unchanged Unchanged
2422 gene2422 unchanged Unchanged
2423 gene2423 unchanged Unchanged
2424 gene2424 unchanged Unchanged
2425 gene2425 unchanged Unchanged
2426 gene2426 unchanged Unchanged
2427 gene2427 unchanged Unchanged
2428 gene2428 unchanged Unchanged
2429 gene2429 unchanged Unchanged
2430 gene2430 unchanged Unchanged
2431 gene2431 unchanged Unchanged
2432 gene2432 unchanged Unchanged
2433 gene2433 unchanged Unchanged
2434 gene2434 unchanged Unchanged
2435 gene2435 unchanged Unchanged
2436 gene2436 unchanged Unchanged
2437 gene2437 unchanged Unchanged
2438 gene2438 unchanged Unchanged
2439 gene2439 unchanged Unchanged
2440 gene2440 unchanged Unchanged
2441 gene2441 unchanged Unchanged
2442 gene2442 unchanged Unchanged
2443 gene2443 unchanged Unchanged
2444 gene2444 unchanged Unchanged
2445 gene2445 unchanged Unchanged
2446 gene2446 unchanged Unchanged
2447 gene2447 unchanged Unchanged
2448 gene2448 unchanged Unchanged
2449 gene2449 unchanged Unchanged
2450 gene2450 unchanged Unchanged
2451 gene2451 unchanged Unchanged
2452 gene2452 unchanged Unchanged
2453 gene2453 unchanged Unchanged
2454 gene2454 unchanged Unchanged
2455 gene2455 unchanged Unchanged
2456 gene2456 unchanged Unchanged
2457 gene2457 unchanged Unchanged
2458 gene2458 unchanged Unchanged
2459 gene2459 unchanged Unchanged
2460 gene2460 unchanged Unchanged
2461 gene2461 unchanged Unchanged
2462 gene2462 unchanged Unchanged
2463 gene2463 unchanged Unchanged
2464 gene2464 unchanged Unchanged
2465 gene2465 unchanged Unchanged
2466 gene2466 unchanged Unchanged
2467 gene2467 unchanged Unchanged
2468 gene2468 unchanged Unchanged
2469 gene2469 unchanged Unchanged
2470 gene2470 unchanged Unchanged
2471 gene2471 unchanged Unchanged
2472 gene2472 unchanged Unchanged
2473 gene2473 unchanged Unchanged
2474 gene2474 unchanged Unchanged
2475 gene2475 unchanged Unchanged
2476 gene2476 unchanged Unchanged
2477 gene2477 unchanged Unchanged
2478 gene2478 unchanged Unchanged
2479 gene2479 unchanged Unchanged
2480 gene2480 unchanged Unchanged
2481 gene2481 unchanged Unchanged
2482 gene2482 unchanged Unchanged
2483 gene2483 unchanged Unchanged
2484 gene2484 unchanged Unchanged
2485 gene2485 unchanged Unchanged
2486 gene2486 unchanged Unchanged
2487 gene2487 unchanged Unchanged
2488 gene2488 unchanged Unchanged
2489 gene2489 unchanged Unchanged
2490 gene2490 unchanged Unchanged
2491 gene2491 unchanged Unchanged
