barcode Dose
X498_0.3 X498_0.3 0.3
X499_0.3 X499_0.3 0.3
X500_0.3 X500_0.3 0.3
X1_1 X1_1 1
X2_1 X2_1 1
X3_1 X3_1 1
X4_1 X4_1 1
X5_1 X5_1 1
X6_1 X6_1 1
X7_1 X7_1 1
X8_1 X8_1 1
X9_1 X9_1 1
X10_1 X10_1 1
X11_1 X11_1 1
X12_1 X12_1 1
X13_1 X13_1 1
X14_1 X14_1 1
X15_1 X15_1 1
X16_1 X16_1 1
X17_1 X17_1 1
X18_1 X18_1 1
X19_1 X19_1 1
X20_1 X20_1 1
X21_1 X21_1 1
X22_1 X22_1 1
X23_1 X23_1 1
X24_1 X24_1 1
X25_1 X25_1 1
X26_1 X26_1 1
X27_1 X27_1 1
X28_1 X28_1 1
X29_1 X29_1 1
X30_1 X30_1 1
X31_1 X31_1 1
X32_1 X32_1 1
X33_1 X33_1 1
X34_1 X34_1 1
X35_1 X35_1 1
X36_1 X36_1 1
X37_1 X37_1 1
X38_1 X38_1 1
X39_1 X39_1 1
X40_1 X40_1 1
X41_1 X41_1 1
X42_1 X42_1 1
X43_1 X43_1 1
X44_1 X44_1 1
X45_1 X45_1 1
X46_1 X46_1 1
X47_1 X47_1 1
X48_1 X48_1 1
X49_1 X49_1 1
X50_1 X50_1 1
X51_1 X51_1 1
X52_1 X52_1 1
X53_1 X53_1 1
X54_1 X54_1 1
X55_1 X55_1 1
X56_1 X56_1 1
X57_1 X57_1 1
X58_1 X58_1 1
X59_1 X59_1 1
X60_1 X60_1 1
X61_1 X61_1 1
X62_1 X62_1 1
X63_1 X63_1 1
X64_1 X64_1 1
X65_1 X65_1 1
X66_1 X66_1 1
X67_1 X67_1 1
X68_1 X68_1 1
X69_1 X69_1 1
X70_1 X70_1 1
X71_1 X71_1 1
X72_1 X72_1 1
X73_1 X73_1 1
X74_1 X74_1 1
X75_1 X75_1 1
X76_1 X76_1 1
X77_1 X77_1 1
X78_1 X78_1 1
X79_1 X79_1 1
X80_1 X80_1 1
X81_1 X81_1 1
X82_1 X82_1 1
X83_1 X83_1 1
X84_1 X84_1 1
X85_1 X85_1 1
X86_1 X86_1 1
X87_1 X87_1 1
X88_1 X88_1 1
X89_1 X89_1 1
X90_1 X90_1 1
X91_1 X91_1 1
X92_1 X92_1 1
X93_1 X93_1 1
X94_1 X94_1 1
X95_1 X95_1 1
X96_1 X96_1 1
X97_1 X97_1 1
X98_1 X98_1 1
X99_1 X99_1 1
X100_1 X100_1 1
X101_1 X101_1 1
X102_1 X102_1 1
X103_1 X103_1 1
X104_1 X104_1 1
X105_1 X105_1 1
X106_1 X106_1 1
X107_1 X107_1 1
X108_1 X108_1 1
X109_1 X109_1 1
X110_1 X110_1 1
X111_1 X111_1 1
X112_1 X112_1 1
X113_1 X113_1 1
X114_1 X114_1 1
X115_1 X115_1 1
X116_1 X116_1 1
X117_1 X117_1 1
X118_1 X118_1 1
X119_1 X119_1 1
X120_1 X120_1 1
X121_1 X121_1 1
X122_1 X122_1 1
X123_1 X123_1 1
X124_1 X124_1 1
X125_1 X125_1 1
X126_1 X126_1 1
X127_1 X127_1 1
X128_1 X128_1 1
X129_1 X129_1 1
X130_1 X130_1 1
X131_1 X131_1 1
X132_1 X132_1 1
X133_1 X133_1 1
X134_1 X134_1 1
X135_1 X135_1 1
X136_1 X136_1 1
X137_1 X137_1 1
X138_1 X138_1 1
X139_1 X139_1 1
X140_1 X140_1 1
X141_1 X141_1 1
X142_1 X142_1 1
X143_1 X143_1 1
X144_1 X144_1 1
X145_1 X145_1 1
X146_1 X146_1 1
X147_1 X147_1 1
X148_1 X148_1 1
X149_1 X149_1 1
X150_1 X150_1 1
X151_1 X151_1 1
X152_1 X152_1 1
X153_1 X153_1 1
X154_1 X154_1 1
X155_1 X155_1 1
X156_1 X156_1 1
X157_1 X157_1 1
X158_1 X158_1 1
X159_1 X159_1 1
X160_1 X160_1 1
X161_1 X161_1 1
X162_1 X162_1 1
X163_1 X163_1 1
X164_1 X164_1 1
X165_1 X165_1 1
X166_1 X166_1 1
X167_1 X167_1 1
X168_1 X168_1 1
X169_1 X169_1 1
X170_1 X170_1 1
X171_1 X171_1 1
X172_1 X172_1 1
X173_1 X173_1 1
X174_1 X174_1 1
X175_1 X175_1 1
X176_1 X176_1 1
X177_1 X177_1 1
X178_1 X178_1 1
X179_1 X179_1 1
X180_1 X180_1 1
X181_1 X181_1 1
X182_1 X182_1 1
X183_1 X183_1 1
X184_1 X184_1 1
X185_1 X185_1 1
X186_1 X186_1 1
X187_1 X187_1 1
X188_1 X188_1 1
X189_1 X189_1 1
X190_1 X190_1 1
X191_1 X191_1 1
X192_1 X192_1 1
X193_1 X193_1 1
X194_1 X194_1 1
X195_1 X195_1 1
X196_1 X196_1 1
X197_1 X197_1 1
X198_1 X198_1 1
X199_1 X199_1 1
X200_1 X200_1 1
X201_1 X201_1 1
X202_1 X202_1 1
X203_1 X203_1 1
X204_1 X204_1 1
X205_1 X205_1 1
X206_1 X206_1 1
X207_1 X207_1 1
X208_1 X208_1 1
X209_1 X209_1 1
X210_1 X210_1 1
X211_1 X211_1 1
X212_1 X212_1 1
X213_1 X213_1 1
X214_1 X214_1 1
X215_1 X215_1 1
X216_1 X216_1 1
X217_1 X217_1 1
X218_1 X218_1 1
X219_1 X219_1 1
X220_1 X220_1 1
X221_1 X221_1 1
X222_1 X222_1 1
X223_1 X223_1 1
X224_1 X224_1 1
X225_1 X225_1 1
X226_1 X226_1 1
X227_1 X227_1 1
X228_1 X228_1 1
X229_1 X229_1 1
X230_1 X230_1 1
X231_1 X231_1 1
X232_1 X232_1 1
X233_1 X233_1 1
X234_1 X234_1 1
X235_1 X235_1 1
X236_1 X236_1 1
X237_1 X237_1 1
X238_1 X238_1 1
X239_1 X239_1 1
X240_1 X240_1 1
X241_1 X241_1 1
X242_1 X242_1 1
X243_1 X243_1 1
X244_1 X244_1 1
X245_1 X245_1 1
X246_1 X246_1 1
X247_1 X247_1 1
X248_1 X248_1 1
X249_1 X249_1 1
X250_1 X250_1 1
X251_1 X251_1 1
X252_1 X252_1 1
X253_1 X253_1 1
X254_1 X254_1 1
X255_1 X255_1 1
X256_1 X256_1 1
X257_1 X257_1 1
X258_1 X258_1 1
X259_1 X259_1 1
X260_1 X260_1 1
X261_1 X261_1 1
X262_1 X262_1 1
X263_1 X263_1 1
X264_1 X264_1 1
X265_1 X265_1 1
X266_1 X266_1 1
X267_1 X267_1 1
X268_1 X268_1 1
X269_1 X269_1 1
X270_1 X270_1 1
X271_1 X271_1 1
X272_1 X272_1 1
X273_1 X273_1 1
X274_1 X274_1 1
X275_1 X275_1 1
X276_1 X276_1 1
X277_1 X277_1 1
X278_1 X278_1 1
X279_1 X279_1 1
X280_1 X280_1 1
X281_1 X281_1 1
X282_1 X282_1 1
X283_1 X283_1 1
X284_1 X284_1 1
X285_1 X285_1 1
X286_1 X286_1 1
X287_1 X287_1 1
X288_1 X288_1 1
X289_1 X289_1 1
X290_1 X290_1 1
X291_1 X291_1 1
X292_1 X292_1 1
X293_1 X293_1 1
X294_1 X294_1 1
X295_1 X295_1 1
X296_1 X296_1 1
X297_1 X297_1 1
X298_1 X298_1 1
X299_1 X299_1 1
X300_1 X300_1 1
X301_1 X301_1 1
X302_1 X302_1 1
X303_1 X303_1 1
X304_1 X304_1 1
X305_1 X305_1 1
X306_1 X306_1 1
X307_1 X307_1 1
X308_1 X308_1 1
X309_1 X309_1 1
X310_1 X310_1 1
X311_1 X311_1 1
X312_1 X312_1 1
X313_1 X313_1 1
X314_1 X314_1 1
X315_1 X315_1 1
X316_1 X316_1 1
X317_1 X317_1 1
X318_1 X318_1 1
X319_1 X319_1 1
X320_1 X320_1 1
X321_1 X321_1 1
X322_1 X322_1 1
X323_1 X323_1 1
X324_1 X324_1 1
X325_1 X325_1 1
X326_1 X326_1 1
X327_1 X327_1 1
X328_1 X328_1 1
X329_1 X329_1 1
X330_1 X330_1 1
X331_1 X331_1 1
X332_1 X332_1 1
X333_1 X333_1 1
X334_1 X334_1 1
X335_1 X335_1 1
X336_1 X336_1 1
X337_1 X337_1 1
X338_1 X338_1 1
X339_1 X339_1 1
X340_1 X340_1 1
X341_1 X341_1 1
X342_1 X342_1 1
X343_1 X343_1 1
X344_1 X344_1 1
X345_1 X345_1 1
X346_1 X346_1 1
X347_1 X347_1 1
X348_1 X348_1 1
X349_1 X349_1 1
X350_1 X350_1 1
X351_1 X351_1 1
X352_1 X352_1 1
X353_1 X353_1 1
X354_1 X354_1 1
X355_1 X355_1 1
X356_1 X356_1 1
X357_1 X357_1 1
X358_1 X358_1 1
X359_1 X359_1 1
X360_1 X360_1 1
X361_1 X361_1 1
X362_1 X362_1 1
X363_1 X363_1 1
X364_1 X364_1 1
X365_1 X365_1 1
X366_1 X366_1 1
X367_1 X367_1 1
X368_1 X368_1 1
X369_1 X369_1 1
X370_1 X370_1 1
X371_1 X371_1 1
X372_1 X372_1 1
X373_1 X373_1 1
X374_1 X374_1 1
X375_1 X375_1 1
X376_1 X376_1 1
X377_1 X377_1 1
X378_1 X378_1 1
X379_1 X379_1 1
X380_1 X380_1 1
X381_1 X381_1 1
X382_1 X382_1 1
X383_1 X383_1 1
X384_1 X384_1 1
X385_1 X385_1 1
X386_1 X386_1 1
X387_1 X387_1 1
X388_1 X388_1 1
X389_1 X389_1 1
X390_1 X390_1 1
X391_1 X391_1 1
X392_1 X392_1 1
X393_1 X393_1 1
X394_1 X394_1 1
X395_1 X395_1 1
X396_1 X396_1 1
X397_1 X397_1 1
X398_1 X398_1 1
X399_1 X399_1 1
X400_1 X400_1 1
X401_1 X401_1 1
X402_1 X402_1 1
X403_1 X403_1 1
X404_1 X404_1 1
X405_1 X405_1 1
X406_1 X406_1 1
X407_1 X407_1 1
X408_1 X408_1 1
X409_1 X409_1 1
X410_1 X410_1 1
X411_1 X411_1 1
X412_1 X412_1 1
X413_1 X413_1 1
X414_1 X414_1 1
X415_1 X415_1 1
X416_1 X416_1 1
X417_1 X417_1 1
X418_1 X418_1 1
X419_1 X419_1 1
X420_1 X420_1 1
X421_1 X421_1 1
X422_1 X422_1 1
X423_1 X423_1 1
X424_1 X424_1 1
X425_1 X425_1 1
X426_1 X426_1 1
X427_1 X427_1 1
X428_1 X428_1 1
X429_1 X429_1 1
X430_1 X430_1 1
X431_1 X431_1 1
X432_1 X432_1 1
X433_1 X433_1 1
X434_1 X434_1 1
X435_1 X435_1 1
X436_1 X436_1 1
X437_1 X437_1 1
X438_1 X438_1 1
X439_1 X439_1 1
X440_1 X440_1 1
X441_1 X441_1 1
X442_1 X442_1 1
X443_1 X443_1 1
X444_1 X444_1 1
X445_1 X445_1 1
X446_1 X446_1 1
X447_1 X447_1 1
X448_1 X448_1 1
X449_1 X449_1 1
X450_1 X450_1 1
X451_1 X451_1 1
X452_1 X452_1 1
X453_1 X453_1 1
X454_1 X454_1 1
X455_1 X455_1 1
X456_1 X456_1 1
X457_1 X457_1 1
X458_1 X458_1 1
X459_1 X459_1 1
X460_1 X460_1 1
X461_1 X461_1 1
X462_1 X462_1 1
X463_1 X463_1 1
X464_1 X464_1 1
X465_1 X465_1 1
X466_1 X466_1 1
X467_1 X467_1 1
X468_1 X468_1 1
X469_1 X469_1 1
X470_1 X470_1 1
X471_1 X471_1 1
X472_1 X472_1 1
X473_1 X473_1 1
X474_1 X474_1 1
X475_1 X475_1 1
X476_1 X476_1 1
X477_1 X477_1 1
X478_1 X478_1 1
X479_1 X479_1 1
X480_1 X480_1 1
X481_1 X481_1 1
X482_1 X482_1 1
X483_1 X483_1 1
X484_1 X484_1 1
X485_1 X485_1 1
X486_1 X486_1 1
X487_1 X487_1 1
X488_1 X488_1 1
X489_1 X489_1 1
X490_1 X490_1 1
X491_1 X491_1 1
X492_1 X492_1 1
X493_1 X493_1 1
X494_1 X494_1 1
X495_1 X495_1 1
X496_1 X496_1 1
X497_1 X497_1 1
X498_1 X498_1 1
X499_1 X499_1 1
X500_1 X500_1 1
X1_3 X1_3 3
X2_3 X2_3 3
X3_3 X3_3 3
X4_3 X4_3 3
X5_3 X5_3 3
X6_3 X6_3 3
X7_3 X7_3 3
X8_3 X8_3 3
X9_3 X9_3 3
X10_3 X10_3 3
X11_3 X11_3 3
X12_3 X12_3 3
X13_3 X13_3 3
X14_3 X14_3 3
X15_3 X15_3 3
X16_3 X16_3 3
X17_3 X17_3 3
X18_3 X18_3 3
X19_3 X19_3 3
X20_3 X20_3 3
X21_3 X21_3 3
X22_3 X22_3 3
X23_3 X23_3 3
X24_3 X24_3 3
X25_3 X25_3 3
X26_3 X26_3 3
X27_3 X27_3 3
X28_3 X28_3 3
X29_3 X29_3 3
X30_3 X30_3 3
X31_3 X31_3 3
X32_3 X32_3 3
X33_3 X33_3 3
X34_3 X34_3 3
X35_3 X35_3 3
X36_3 X36_3 3
X37_3 X37_3 3
X38_3 X38_3 3
X39_3 X39_3 3
X40_3 X40_3 3
X41_3 X41_3 3
X42_3 X42_3 3
X43_3 X43_3 3
X44_3 X44_3 3
X45_3 X45_3 3
X46_3 X46_3 3
X47_3 X47_3 3
X48_3 X48_3 3
X49_3 X49_3 3
X50_3 X50_3 3
X51_3 X51_3 3
X52_3 X52_3 3
X53_3 X53_3 3
X54_3 X54_3 3
X55_3 X55_3 3
X56_3 X56_3 3
X57_3 X57_3 3
X58_3 X58_3 3
X59_3 X59_3 3
X60_3 X60_3 3
X61_3 X61_3 3
X62_3 X62_3 3
X63_3 X63_3 3
X64_3 X64_3 3
X65_3 X65_3 3
X66_3 X66_3 3
X67_3 X67_3 3
X68_3 X68_3 3
X69_3 X69_3 3
X70_3 X70_3 3
X71_3 X71_3 3
X72_3 X72_3 3
X73_3 X73_3 3
X74_3 X74_3 3
X75_3 X75_3 3
X76_3 X76_3 3
X77_3 X77_3 3
X78_3 X78_3 3
X79_3 X79_3 3
X80_3 X80_3 3
X81_3 X81_3 3
X82_3 X82_3 3
X83_3 X83_3 3
X84_3 X84_3 3
X85_3 X85_3 3
X86_3 X86_3 3
X87_3 X87_3 3
X88_3 X88_3 3
X89_3 X89_3 3
X90_3 X90_3 3
X91_3 X91_3 3
X92_3 X92_3 3
X93_3 X93_3 3
X94_3 X94_3 3
X95_3 X95_3 3
X96_3 X96_3 3
X97_3 X97_3 3
X98_3 X98_3 3
X99_3 X99_3 3
X100_3 X100_3 3
X101_3 X101_3 3
X102_3 X102_3 3
X103_3 X103_3 3
X104_3 X104_3 3
X105_3 X105_3 3
X106_3 X106_3 3
X107_3 X107_3 3
X108_3 X108_3 3
X109_3 X109_3 3
X110_3 X110_3 3
X111_3 X111_3 3
X112_3 X112_3 3
X113_3 X113_3 3
X114_3 X114_3 3
X115_3 X115_3 3
X116_3 X116_3 3
X117_3 X117_3 3
X118_3 X118_3 3
X119_3 X119_3 3
X120_3 X120_3 3
X121_3 X121_3 3
X122_3 X122_3 3
X123_3 X123_3 3
X124_3 X124_3 3
X125_3 X125_3 3
X126_3 X126_3 3
X127_3 X127_3 3
X128_3 X128_3 3
X129_3 X129_3 3
X130_3 X130_3 3
X131_3 X131_3 3
X132_3 X132_3 3
X133_3 X133_3 3
X134_3 X134_3 3
X135_3 X135_3 3
X136_3 X136_3 3
X137_3 X137_3 3
X138_3 X138_3 3
X139_3 X139_3 3
X140_3 X140_3 3
X141_3 X141_3 3
X142_3 X142_3 3
X143_3 X143_3 3
X144_3 X144_3 3
X145_3 X145_3 3
X146_3 X146_3 3
X147_3 X147_3 3
X148_3 X148_3 3
X149_3 X149_3 3
X150_3 X150_3 3
X151_3 X151_3 3
X152_3 X152_3 3
X153_3 X153_3 3
X154_3 X154_3 3
X155_3 X155_3 3
X156_3 X156_3 3
X157_3 X157_3 3
X158_3 X158_3 3
X159_3 X159_3 3
X160_3 X160_3 3
X161_3 X161_3 3
X162_3 X162_3 3
X163_3 X163_3 3
X164_3 X164_3 3
X165_3 X165_3 3
X166_3 X166_3 3
X167_3 X167_3 3
X168_3 X168_3 3
X169_3 X169_3 3
X170_3 X170_3 3
X171_3 X171_3 3
X172_3 X172_3 3
X173_3 X173_3 3
X174_3 X174_3 3
X175_3 X175_3 3
X176_3 X176_3 3
X177_3 X177_3 3
X178_3 X178_3 3
X179_3 X179_3 3
X180_3 X180_3 3
X181_3 X181_3 3
X182_3 X182_3 3
X183_3 X183_3 3
X184_3 X184_3 3
X185_3 X185_3 3
X186_3 X186_3 3
X187_3 X187_3 3
X188_3 X188_3 3
X189_3 X189_3 3
X190_3 X190_3 3
X191_3 X191_3 3
X192_3 X192_3 3
X193_3 X193_3 3
X194_3 X194_3 3
X195_3 X195_3 3
X196_3 X196_3 3
X197_3 X197_3 3
X198_3 X198_3 3
X199_3 X199_3 3
X200_3 X200_3 3
X201_3 X201_3 3
X202_3 X202_3 3
X203_3 X203_3 3
X204_3 X204_3 3
X205_3 X205_3 3
X206_3 X206_3 3
X207_3 X207_3 3
X208_3 X208_3 3
X209_3 X209_3 3
X210_3 X210_3 3
X211_3 X211_3 3
X212_3 X212_3 3
X213_3 X213_3 3
X214_3 X214_3 3
X215_3 X215_3 3
X216_3 X216_3 3
X217_3 X217_3 3
X218_3 X218_3 3
X219_3 X219_3 3
X220_3 X220_3 3
X221_3 X221_3 3
X222_3 X222_3 3
X223_3 X223_3 3
X224_3 X224_3 3
X225_3 X225_3 3
X226_3 X226_3 3
X227_3 X227_3 3
X228_3 X228_3 3
X229_3 X229_3 3
X230_3 X230_3 3
X231_3 X231_3 3
X232_3 X232_3 3
X233_3 X233_3 3
X234_3 X234_3 3
X235_3 X235_3 3
X236_3 X236_3 3
X237_3 X237_3 3
X238_3 X238_3 3
X239_3 X239_3 3
X240_3 X240_3 3
X241_3 X241_3 3
X242_3 X242_3 3
X243_3 X243_3 3
X244_3 X244_3 3
X245_3 X245_3 3
X246_3 X246_3 3
X247_3 X247_3 3
X248_3 X248_3 3
X249_3 X249_3 3
X250_3 X250_3 3
X251_3 X251_3 3
X252_3 X252_3 3
X253_3 X253_3 3
X254_3 X254_3 3
X255_3 X255_3 3
X256_3 X256_3 3
X257_3 X257_3 3
X258_3 X258_3 3
X259_3 X259_3 3
X260_3 X260_3 3
X261_3 X261_3 3
X262_3 X262_3 3
X263_3 X263_3 3
X264_3 X264_3 3
X265_3 X265_3 3
X266_3 X266_3 3
X267_3 X267_3 3
X268_3 X268_3 3
X269_3 X269_3 3
X270_3 X270_3 3
X271_3 X271_3 3
X272_3 X272_3 3
X273_3 X273_3 3
X274_3 X274_3 3
X275_3 X275_3 3
X276_3 X276_3 3
X277_3 X277_3 3
X278_3 X278_3 3
X279_3 X279_3 3
X280_3 X280_3 3
X281_3 X281_3 3
X282_3 X282_3 3
X283_3 X283_3 3
X284_3 X284_3 3
X285_3 X285_3 3
X286_3 X286_3 3
X287_3 X287_3 3
X288_3 X288_3 3
X289_3 X289_3 3
X290_3 X290_3 3
X291_3 X291_3 3
X292_3 X292_3 3
X293_3 X293_3 3
X294_3 X294_3 3
X295_3 X295_3 3
X296_3 X296_3 3
X297_3 X297_3 3
X298_3 X298_3 3
X299_3 X299_3 3
X300_3 X300_3 3
X301_3 X301_3 3
X302_3 X302_3 3
X303_3 X303_3 3
X304_3 X304_3 3
X305_3 X305_3 3
X306_3 X306_3 3
X307_3 X307_3 3
X308_3 X308_3 3
X309_3 X309_3 3
X310_3 X310_3 3
X311_3 X311_3 3
X312_3 X312_3 3
X313_3 X313_3 3
X314_3 X314_3 3
X315_3 X315_3 3
X316_3 X316_3 3
X317_3 X317_3 3
X318_3 X318_3 3
X319_3 X319_3 3
X320_3 X320_3 3
X321_3 X321_3 3
X322_3 X322_3 3
X323_3 X323_3 3
X324_3 X324_3 3
X325_3 X325_3 3
X326_3 X326_3 3
X327_3 X327_3 3
X328_3 X328_3 3
X329_3 X329_3 3
X330_3 X330_3 3
X331_3 X331_3 3
X332_3 X332_3 3
X333_3 X333_3 3
X334_3 X334_3 3
X335_3 X335_3 3
X336_3 X336_3 3
X337_3 X337_3 3
X338_3 X338_3 3
X339_3 X339_3 3
X340_3 X340_3 3
X341_3 X341_3 3
X342_3 X342_3 3
X343_3 X343_3 3
X344_3 X344_3 3
X345_3 X345_3 3
X346_3 X346_3 3
X347_3 X347_3 3
X348_3 X348_3 3
X349_3 X349_3 3
X350_3 X350_3 3
X351_3 X351_3 3
X352_3 X352_3 3
X353_3 X353_3 3
X354_3 X354_3 3
X355_3 X355_3 3
X356_3 X356_3 3
X357_3 X357_3 3
X358_3 X358_3 3
X359_3 X359_3 3
X360_3 X360_3 3
X361_3 X361_3 3
X362_3 X362_3 3
X363_3 X363_3 3
X364_3 X364_3 3
X365_3 X365_3 3
X366_3 X366_3 3
X367_3 X367_3 3
X368_3 X368_3 3
X369_3 X369_3 3
X370_3 X370_3 3
X371_3 X371_3 3
X372_3 X372_3 3
X373_3 X373_3 3
X374_3 X374_3 3
X375_3 X375_3 3
X376_3 X376_3 3
X377_3 X377_3 3
X378_3 X378_3 3
X379_3 X379_3 3
X380_3 X380_3 3
X381_3 X381_3 3
X382_3 X382_3 3
X383_3 X383_3 3
X384_3 X384_3 3
X385_3 X385_3 3
X386_3 X386_3 3
X387_3 X387_3 3
X388_3 X388_3 3
X389_3 X389_3 3
X390_3 X390_3 3
X391_3 X391_3 3
X392_3 X392_3 3
X393_3 X393_3 3
X394_3 X394_3 3
X395_3 X395_3 3
X396_3 X396_3 3
X397_3 X397_3 3
X398_3 X398_3 3
X399_3 X399_3 3
X400_3 X400_3 3
X401_3 X401_3 3
X402_3 X402_3 3
X403_3 X403_3 3
X404_3 X404_3 3
X405_3 X405_3 3
X406_3 X406_3 3
X407_3 X407_3 3
X408_3 X408_3 3
X409_3 X409_3 3
X410_3 X410_3 3
X411_3 X411_3 3
X412_3 X412_3 3
X413_3 X413_3 3
X414_3 X414_3 3
X415_3 X415_3 3
X416_3 X416_3 3
X417_3 X417_3 3
X418_3 X418_3 3
X419_3 X419_3 3
X420_3 X420_3 3
X421_3 X421_3 3
X422_3 X422_3 3
X423_3 X423_3 3
X424_3 X424_3 3
X425_3 X425_3 3
X426_3 X426_3 3
X427_3 X427_3 3
X428_3 X428_3 3
X429_3 X429_3 3
X430_3 X430_3 3
X431_3 X431_3 3
X432_3 X432_3 3
X433_3 X433_3 3
X434_3 X434_3 3
X435_3 X435_3 3
X436_3 X436_3 3
X437_3 X437_3 3
X438_3 X438_3 3
X439_3 X439_3 3
X440_3 X440_3 3
X441_3 X441_3 3
X442_3 X442_3 3
X443_3 X443_3 3
X444_3 X444_3 3
X445_3 X445_3 3
X446_3 X446_3 3
X447_3 X447_3 3
X448_3 X448_3 3
X449_3 X449_3 3
X450_3 X450_3 3
X451_3 X451_3 3
X452_3 X452_3 3
X453_3 X453_3 3
X454_3 X454_3 3
X455_3 X455_3 3
X456_3 X456_3 3
X457_3 X457_3 3
X458_3 X458_3 3
X459_3 X459_3 3
X460_3 X460_3 3
X461_3 X461_3 3
X462_3 X462_3 3
X463_3 X463_3 3
X464_3 X464_3 3
X465_3 X465_3 3
X466_3 X466_3 3
X467_3 X467_3 3
X468_3 X468_3 3
X469_3 X469_3 3
X470_3 X470_3 3
X471_3 X471_3 3
X472_3 X472_3 3
X473_3 X473_3 3
X474_3 X474_3 3
X475_3 X475_3 3
X476_3 X476_3 3
X477_3 X477_3 3
X478_3 X478_3 3
X479_3 X479_3 3
X480_3 X480_3 3
X481_3 X481_3 3
X482_3 X482_3 3
X483_3 X483_3 3
X484_3 X484_3 3
X485_3 X485_3 3
X486_3 X486_3 3
X487_3 X487_3 3
X488_3 X488_3 3
X489_3 X489_3 3
X490_3 X490_3 3
X491_3 X491_3 3
X492_3 X492_3 3
X493_3 X493_3 3
X494_3 X494_3 3
X495_3 X495_3 3
X496_3 X496_3 3
X497_3 X497_3 3
X498_3 X498_3 3
X499_3 X499_3 3
X500_3 X500_3 3
X1_10 X1_10 10
X2_10 X2_10 10
X3_10 X3_10 10
X4_10 X4_10 10
X5_10 X5_10 10
X6_10 X6_10 10
X7_10 X7_10 10
X8_10 X8_10 10
X9_10 X9_10 10
X10_10 X10_10 10
X11_10 X11_10 10
X12_10 X12_10 10
X13_10 X13_10 10
X14_10 X14_10 10
X15_10 X15_10 10
X16_10 X16_10 10
X17_10 X17_10 10
X18_10 X18_10 10
X19_10 X19_10 10
X20_10 X20_10 10
X21_10 X21_10 10
X22_10 X22_10 10
X23_10 X23_10 10
X24_10 X24_10 10
X25_10 X25_10 10
X26_10 X26_10 10
X27_10 X27_10 10
X28_10 X28_10 10
X29_10 X29_10 10
X30_10 X30_10 10
X31_10 X31_10 10
X32_10 X32_10 10
X33_10 X33_10 10
X34_10 X34_10 10
X35_10 X35_10 10
X36_10 X36_10 10
X37_10 X37_10 10
X38_10 X38_10 10
X39_10 X39_10 10
X40_10 X40_10 10
X41_10 X41_10 10
X42_10 X42_10 10
X43_10 X43_10 10
X44_10 X44_10 10
X45_10 X45_10 10
X46_10 X46_10 10
X47_10 X47_10 10
X48_10 X48_10 10
X49_10 X49_10 10
X50_10 X50_10 10
X51_10 X51_10 10
X52_10 X52_10 10
X53_10 X53_10 10
X54_10 X54_10 10
X55_10 X55_10 10
X56_10 X56_10 10
X57_10 X57_10 10
X58_10 X58_10 10
X59_10 X59_10 10
X60_10 X60_10 10
X61_10 X61_10 10
X62_10 X62_10 10
X63_10 X63_10 10
X64_10 X64_10 10
X65_10 X65_10 10
X66_10 X66_10 10
X67_10 X67_10 10
X68_10 X68_10 10
X69_10 X69_10 10
X70_10 X70_10 10
X71_10 X71_10 10
X72_10 X72_10 10
X73_10 X73_10 10
X74_10 X74_10 10
X75_10 X75_10 10
X76_10 X76_10 10
X77_10 X77_10 10
X78_10 X78_10 10
X79_10 X79_10 10
X80_10 X80_10 10
X81_10 X81_10 10
X82_10 X82_10 10
X83_10 X83_10 10
X84_10 X84_10 10
X85_10 X85_10 10
X86_10 X86_10 10
X87_10 X87_10 10
X88_10 X88_10 10
X89_10 X89_10 10
X90_10 X90_10 10
X91_10 X91_10 10
X92_10 X92_10 10
X93_10 X93_10 10
X94_10 X94_10 10
X95_10 X95_10 10
X96_10 X96_10 10
X97_10 X97_10 10
X98_10 X98_10 10
X99_10 X99_10 10
X100_10 X100_10 10
X101_10 X101_10 10
X102_10 X102_10 10
X103_10 X103_10 10
X104_10 X104_10 10
X105_10 X105_10 10
X106_10 X106_10 10
X107_10 X107_10 10
X108_10 X108_10 10
X109_10 X109_10 10
X110_10 X110_10 10
X111_10 X111_10 10
X112_10 X112_10 10
X113_10 X113_10 10
X114_10 X114_10 10
X115_10 X115_10 10
X116_10 X116_10 10
X117_10 X117_10 10
X118_10 X118_10 10
X119_10 X119_10 10
X120_10 X120_10 10
X121_10 X121_10 10
X122_10 X122_10 10
X123_10 X123_10 10
X124_10 X124_10 10
X125_10 X125_10 10
X126_10 X126_10 10
X127_10 X127_10 10
X128_10 X128_10 10
X129_10 X129_10 10
X130_10 X130_10 10
X131_10 X131_10 10
X132_10 X132_10 10
X133_10 X133_10 10
X134_10 X134_10 10
X135_10 X135_10 10
X136_10 X136_10 10
X137_10 X137_10 10
X138_10 X138_10 10
X139_10 X139_10 10
X140_10 X140_10 10
X141_10 X141_10 10
X142_10 X142_10 10
X143_10 X143_10 10
X144_10 X144_10 10
X145_10 X145_10 10
X146_10 X146_10 10
X147_10 X147_10 10
X148_10 X148_10 10
X149_10 X149_10 10
X150_10 X150_10 10
X151_10 X151_10 10
X152_10 X152_10 10
X153_10 X153_10 10
X154_10 X154_10 10
X155_10 X155_10 10
X156_10 X156_10 10
X157_10 X157_10 10
X158_10 X158_10 10
X159_10 X159_10 10
X160_10 X160_10 10
X161_10 X161_10 10
